AuthorNames,FoSNames,Year,DocType,DisplayName,Doi,OriginalTitle
Federico Morán; Alejandro F. Villaverde; Julio R. Banga,open science; neuroscience; biology; information theory; software; inference; open data; theoretical computer science; commons; license,2014,NA,F1000Research,10.7490/f1000research.1096791.1,Computationally efficient network inference using information theory: fMIDER
Christopher R. Madan,pedagogy; ivory tower; mentorship; scientific method; open science; reciprocal; alternative medicine; medicine,2017,NA,F1000Research,10.7490/f1000research.1114114.1,"Beyond the ivory tower: reciprocal relationships between scientific research, communication, and mentorship"
Peter D. Karp,open data; open science; anesthesiology; alternative medicine; computational biology; medicine,2017,NA,F1000Research,10.7490/f1000research.1113928.1,Current issues in BioCuration
Irena Yermakova; Anastasiia Nikolaienko; Michael Regan; Yuliia Solopchuk,open science; computational biology; immersion; open data; anesthesiology,2015,NA,F1000Research,10.7490/f1000research.1115055.1,Modelling of human cooling in cold water: effect of immersion level
Miguel Cisterna; Maria Laura Bovcon,anesthesiology; alternative medicine; open science; open data; neuroscience; medicine,2016,NA,F1000Research,10.7490/f1000research.1113129.1,Monitoring changes in hair structure during childhood
James W. Baty; Mike Berridge; David Eccles,open data; open science; alternative medicine; computational biology; medicine; anesthesiology,2015,NA,F1000Research,10.7490/f1000research.1110614.1,A rhapsody of errors
Chinmay Kumar Dwibedi; Yassine Souilmi; Imane Allali; Oussama Badad,medicine; media studies; physiology; open science,2015,NA,F1000Research,10.12688/f1000research.6877.1,Highlights of the first ISCB Student Council Symposium in Africa 2015
Antonio Turiel; Marcos Portabella; Anton Verhoef; Nina Hoareau; Joaquim Ballabrera-Poy,geography; open science; oceanography; salinity; hydrology,2015,NA,NA,NA,On the geophysical consistency of Sea Surface Salinity products
Paolo Corti; Jesús San-Miguel-Ayanz; Andrea Camia; Margherita Di Leo; Daniel McInerney; Dario Rodriguez Aseretto; Daniele de Rigo,open science; software deployment; underpinning; geospatial analysis; software; information system; exploit; systems engineering; management science; computer science; complex systems,2013,NA,NA,10.6084/m9.figshare.155700,Free and Open Source Software underpinning the European Forest Data Centre
Yogani Govender; Sandra Faría-Dávila; Lee Rodriguez,citizen science; open data; medicine; open science; alternative medicine; knowledge management; rico,2015,NA,F1000Research,10.7490/f1000research.1097582.1,"We challenge you to create: project models and approaches for citizen science in Puerto Rico (contributory, collaborative, co-creative)"
Sébastien Marcel; Milos Cernak; André Anjos; Amir Mohammadi; Alain Komaty,computer science; toolbox; thresholding; speech recognition; open science; speech processing; speech community,2017,NA,NA,NA,Bob Speaks Kaldi
Shirley Carter-Thomas,computer science; new media; multimedia; human computer interaction; adaptability; open science; affordance,2015,NA,NA,NA,"Open science notebooks: new affordances, new insights"
Kok-Gan Chan,alternative medicine; medicine; open data; anesthesiology; open science,2015,NA,F1000Research,10.7490/f1000research.1098043.1,High Impact Research in BioAsie perspective: the role of the University of Malaya High Impact Research (HIR) in BioAsie programme
Bernard Rentier,art history; art; open science,2016,NA,NA,NA,Science Ouverte: Va-t-on continuer à faire de la recherche comme avant ?
Gavin Simpson,limnology; heap; open science; geography; oceanography; paleontology,2017,NA,From the Bottom of the Heap,NA,From the bottom of the heap
Varsha K. Khodiyar; Michael Markie,open data; pedagogy; alternative medicine; medicine; open science,2014,NA,F1000Research,10.7490/f1000research.1096353.1,Open science: your questions answered
Denisse Albornoz; Leslie Chan; Alejandro Posada; Rebecca Hillyer; Angela Okune,framing; human computer interaction; knowledge management; situated; computer science; open science,2017,NA,NA,NA,Framing a Situated and Inclusive Open Science: Emerging Lessons from the Open and Collaborative Science in Development Network.
Holmberg Kim,socioeconomics; management science; societal impact of nanotechnology; open science; political science,2015,NA,NA,10.6084/m9.figshare.1589772.v1,Measuring the societal impact of open science
Leonardo Candela; Massimiliano Assante; Pasquale Pagano; Paolo Manghi; Donatella Castelli,computer science; data mining; publication; publishing; exploit; open science; data science; reuse; reference model; scholarly communication,2015,NA,NA,10.1007/978-3-319-24129-6_26,Repositories for Open Science: The SciRepo Reference Model
Gavin Simpson,open science; limnology; paleontology; computer science; graphics; computer graphics images,2017,NA,From the Bottom of the Heap,NA,Tag: Base graphics
Bennett Kleinberg; Maximilian Mozes; Yaloe van der Toolen; Bruno Verschuere,named entity; computer science; open science; world wide web,2017,NA,NA,NA,NETANOS - Named entity-based Text Anonymization for Open Science
Claudia Emerson; Elaine M. Faustman; Sandy P. Harrison; Wds Scientific Commitee; Mustapha Mokrane,data mining; open science; data science; data sharing; open data; engineering,2015,NA,NA,10.5281/zenodo.34354,World Data System (WDS) Data Sharing Principles
Greg Newman; Melinda Laituri; Brian Fauver; Stacy Lynn; Nicole Kaplan; Russell Scarpino,alternative medicine; citizen science; world wide web; medicine; open data; open science,2015,NA,F1000Research,10.7490/f1000research.1097650.1,CitSci.org – a citizen science support platform
Matthew Bashton,biology; crowdsourcing; sequence assembly; bioinformatics; genomics; genome; hymenoscyphus; open science,2014,NA,bioRxiv,10.1101/004564,Crowdsourced analysis of ash and ash dieback through the Open Ash Dieback project: A year 1 report on datasets and analyses contributed by a self-organising community
Kristiina Hormia,knowledge management; open science; open data; political science; library science,2015,NA,NA,NA,Open Access to Research Data on the Agenda of Liber
Andreas Prokop,open science; knowledge management; medicine; publishing; alternative medicine; peer review,2015,NA,F1000Research,10.7490/f1000research.1110572.1,A comprehensive strategy to communicate Drosophila research to the public [slide presentation; v1; not peer reviewed]
Kelly Sutphin-Borden; Nathalie Rayter; Jennifer Bundy; Wade Berger,planetarium; medicine; citizen science; open science; alternative medicine; library science,2015,NA,F1000Research,10.7490/f1000research.1097571.1,Citizen science HackLabs: a teen programming collaboration between the Adler Planetarium and Shedd Aquarium
Gavin Simpson,limnology; open science; biology; paleontology,2017,NA,From the Bottom of the Heap,NA,Tag: cyclic shifts
Maria Chiara Pievatolo,cartography; open science; geography; media studies,2015,NA,NA,NA,"Aisa 1st annual conference ""Nostra res agitur: open science as a social question"" [section 1]"
Heiko Hecht; Esther Brendel,anesthesiology; neuroscience; alternative medicine; medicine; open science; open data,2013,NA,F1000Research,10.7490/f1000research.1094259.1,Emotional factors in time-to-contact estimation
Seth Benz; Bill Zoellick; Hannah Webber; Emma Albee; Rebecca Cole-Will; Abe Miller-Rushing; Mark Berry,public relations; alternative medicine; open data; national park; medicine; citizen science; open science,2015,NA,F1000Research,10.7490/f1000research.1097569.1,Enhancing synergy across citizen science projects to engage diverse audiences and address grand science challenges at a single location: Acadia National Park
Iratxe Puebla; Max Wilkinson; Mark Thorley; Simon Hodson,engineering management; open data; knowledge management; open science; computer science,2015,NA,NA,NA,Session I: Policies for open access to research data
Paul Whaley; Crispin J. Halsall,risk assessment; alternative medicine; medicine; toxicology; open science,2014,NA,F1000Research,10.7490/f1000research.1095563.1,Literature review in toxicological research and chemical risk assessment: the state of the science
Christopher Southan; Sean Ekins; Megan Coffee,outbreak; bioinformatics; open science; ebola virus; data mining; pathogen; medicine; small molecule,2015,NA,NA,NA,"Finding small molecules for the 'next Ebola' (v1; ref status: indexed, http://f1000r.es/542)"
Rosa M. Badia; Javier Alvarez; Enric Tejedor,software engineering; grid; interoperability; database; government; computer science; theoretical computer science; open science,2016,NA,Computing and Informatics \/ Computers and Artificial Intelligence,10.13039/501100003329,Infrastructure-agnostic programming and interoperable execution in heterogeneous grids
Elisa Berdalet; Margaret A. McManus,ecology; environmental science; algal bloom; open science,2013,NA,NA,NA,Harmful algal blooms in stratified systems: the next decade of discovery
David P. Smith,neuroscience; medicine; multimedia; open science; experiential learning,2016,NA,F1000Research,10.12688/f1000research.7632.1,Bringing experiential learning into the lecture theatre using 3D printed objects
Sarah Goodier,knowledge management; computer science; management science; open science,2013,NA,NA,NA,Open science & development goals: shaping research questions
Damian Roland,anesthesiology; emergency medicine; open science; medicine; open data,2016,NA,F1000Research,10.7490/f1000research.1112346.1,Scoring systems in paediatric emergency care
Ishwar Chandramouli; Juli Klemm; Tanja Davidsen; Anthony R. Kerlavage; Warren A. Kibbe,informatics; alternative medicine; medicine; open science; computation; health informatics; engineering management; cancer,2015,NA,F1000Research,10.7490/f1000research.1110239.1,Cancer Informatics Collaboration and Computation: Two Initiatives of the U.S. National Cancer Institute
Denise Nicholson,open science; knowledge management; library science; publishing; data management; computer science; scholarly communication,2012,NA,NA,NA,LibGuides: Scholarly Communication/Publication: Open Science
Luis Perelman-Javnozon; Martha Valadez-Tamez; Norma Gonzalez-Izaguirre,medicine; politics; government; public administration; reproductive health; alternative medicine; open science; christian ministry,2013,NA,F1000Research,10.7490/f1000research.1094435.1,"Political advocacy in the promotion of sexual health: specific joint project to train and sensitize first level government representatives of the health ministry of the state of Nuevo Leon, Mexico in February 2013"
Anabela Pinto; Margarida Guedes; Anna Caroline Marques Braga; Susana Pinto; Mamede de Carvalho; Sandra Guedes,medical education; open data; anesthesiology; medicine; open science,2017,NA,F1000Research,10.7490/f1000research.1115116.1,Home telemonitoring for ALS early and late ventilated patients
Carrara Paola; Sarretta Alessandro; Menegon Stefano; Vianello Andrea,geography; open science; media studies; cartography,2014,NA,NA,10.6084/m9.figshare.995986.v1,Open Science: sfide e opportunità per la ricerca (marina (in Italia))
José Carvalho,knowledge management; political science; pedagogy; open science,2015,NA,NA,NA,FOSTER: facilitate open science training for european research
Danilo Fernández Ríos,alternative medicine; medicine; open data; open science; anesthesiology,2016,NA,F1000Research,10.7490/f1000research.1111265.1,Problem formulation: GMO and safety assessment of food and feed
Gavin Simpson,limnology; open science; geography; paleontology; zoology,2017,NA,From the Bottom of the Heap,NA,Tag: model evaluation
John Dupuis,open science; multimedia; computer science,2010,NA,NA,NA,Exploring Open Science
Philippa C. Matthews,alternative medicine; open science; open data; medicine; publishing; anesthesiology,2016,NA,F1000Research,10.7490/f1000research.1113144.1,ALPSP presentation: representing how academic clinicians relate to the publishing industry
Elnaz Saberi Ansari; Changiz Eslahchi,open science; medicine; open data; computational biology; alternative medicine; anesthesiology,2016,NA,F1000Research,10.7490/f1000research.1113067.1,Significant random signatures have information
Roslyn M. Gleadow; Alison Ford; Kirsten Abbott; Bronwyn Louise Isaac; Melissa Alison Honeydew,text mining; open science; publishing; software; medicine; higher education; student engagement; multimedia; alternative medicine; open data; social media,2015,NA,F1000Research,10.12688/f1000research.7533.1,New tools for a new age: An evolution or revolution in higher education?
Editage Insights,publishing; medicine; open access week; library science; open science; public relations; scholarly communication,2015,NA,Editage Insights,NA,"Academic publishing and scholarly communications: Good reads, October 2015"
Gavin Simpson,limnology; open science; permutation; paleontology; zoology; biology,2017,NA,From the Bottom of the Heap,NA,Tag: Restricted permutations
Maria Alessandra Rossi; Massimo D'Antoni,intellectual property; enforcement; incentive; business; public economics; open science; openness to experience,2010,NA,NA,NA,Appropriability and Incentives with Complementary Innovations
Rosane Abreu; Glauco de Kruse Villas-Bôas,open science; knowledge management; socialization; dissemination; electronic journal; electronic publishing; political science; biodiversity,2017,NA,NA,NA,"Revista Fitos Eletrônica: acesso aberto e ciência aberta na construção do conhecimento em pesquisa, desenvolvimento e inovação de medicamentos da biodiversidade"
Klaran Visscher,open science; engineering; rdm; data management; library science,2017,NA,NA,NA,"Open Science, what's in it for us?"
Akhtar Mahmood; Tyler Martinez; Bryan Fagan,grid; computational science; open science; supercomputer; computer science,2013,NA,Bulletin of the American Physical Society,NA,Open Science Grid (OSG) Tier3 Grid Supercomputer at Bellarmine University
Heather Coates; Jill Emery; Robin Champieux,scholarly communication; world wide web; open science; data sharing; computer science,2016,NA,NA,NA,Open Science: Models to Expand Open Access Beyond Scholarly Journals
Jesse Spaulding; Jonathan A. Eisen; Holly Ganz,political science; open science; pedagogy,2014,NA,NA,10.15363/thinklab.d3,Play up your lab’s leadership in open science!
Simukovic Elena,corporate governance; environmental resource management; business; open science; incentive,2014,NA,NA,10.6084/m9.figshare.1217523.v1,Open Science: Governance structures and incentive systems
Peter Convey,ophthalmology; medicine; optometry; open science,2013,NA,NA,NA,Appointment to the Executive Chair of the Scientific Committee on Antarctic Research (SCAR) Development Council and Chair of the International Committee of the SCAR Open Science Committee (ECE)
Andrew Leigh Brown; Joel O. Wertheim; Chris M. Parry; Manon Ragonnet-Cronin; Gonzalo Yebra; Pontiano Kaleebu; Deogratius Ssemwanga; Patricia A. Cane; Christopher H. Logue,anesthesiology; open data; medicine; alternative medicine; computational biology; open science,2016,NA,F1000Research,10.7490/f1000research.1111351.1,Inclusion of old sequences improves the estimation of evolutionary parameters from deep-rooted HIV epidemics
Gunther Maier; Harvey Goldstein; Edward M. Bergman,political science; management; commercialization; engineering management; open science,2013,NA,NA,NA,"Regional Engagement or Knowledge Commercialization? : A Comparison of University Faculty Norms in the U.S. and Europe (JSRSAI Golden Anniversary Issue : Academic Knowledge Commercialization, Universities and Regional Economic Development) -- (University Engagement Versus Knowledge Commercialization)"
Chris Hergarten; Marc Foggin,open science; socioeconomics; medicine; empowerment; citizen science; alternative medicine,2015,NA,F1000Research,10.7490/f1000research.1097556.1,"Developing partnerships, giving voice to Kyrgyz and Tibetan herders: empowerment of under-represented societies through citizen science"
Patricia Kahn; Raissa Chua,open science; alternative medicine; open data; medicine; library science,2014,NA,F1000Research,10.7490/f1000research.1095540.1,"MSF research publications in 2013: trends in topics, articles types and open access practice"
Hervé Basset,cloud computing; publishing; web service; social media; public relations; semantic search; collective intelligence; skepticism; engineering; open science,2012,NA,NA,NA,From Science 2.0 to Pharma 3.0 : semantic search and social media in the pharmaceutical industry and STM publishing
Michael A. Langston; John D. Eblen; Dinesh Weerapurage; Gary L. Rogers,distributed computing; open science; supercomputer; computer science; graph; vertex cover; implementation; theoretical computer science; biological data; dynamic load testing; load balancing,2011,NA,NA,NA,Parallel vertex cover: a case study in dynamic load balancing
Eduard Aibar; Gregor Hagedorn; Karima Rafes; Egon Willighagen; Daniel Kinzler; Lydia Pintscher; Mariano Rico; Daniel Mietchen; Alastair Dunning; Cécile Germain; Asunción Gómez-Pérez,responsible research and innovation; political science; engineering management; open science; engineering ethics; citizen science; cultural heritage,2015,NA,NA,10.5281/zenodo.13906,Enabling Open Science: Wikidata for Research
Julie McMurry; David Osumi-Sutherland; Lilly Winfree; P. A. Robinson; Damian Smedley; Melissa Haendel; Tudor Groza; Christopher J. Mungall,biology; semantic data model; alternative medicine; open data; open science; data mining,2017,NA,F1000Research,10.7490/f1000research.1113820.1,The Monarch Initiative: Semantic data integration across species and sources for disease discovery
Sarretta Alessandro,open science; engineering; media studies,2015,NA,NA,10.6084/m9.figshare.2010306.v1,Opportunità dell'Open Science
Vijay Kothari,mythology; scientometrics; social science; alternative medicine; medicine; open science,2015,NA,F1000Research,10.7490/f1000research.1110826.1,"Scientometrics and the Digital Existence of Scientist(s): Methodology, Myth(s) & Reality"
Jarema Batorski,open science; openness to experience; organizational learning; psychology; phenomenon; knowledge management,2016,NA,NA,10.4467/20843968ZP.17.027.6036,Idea otwartej nauki a koncepcja organizacyjnego uczenia się
Adriana Bankston,medicine; computational biology; alternative medicine; open science; anesthesiology; open data,2017,NA,F1000Research,10.7490/f1000research.1114383.1,From doing science to studying it
Rick Johnson; Caroline Whitacre; Rebecca Kennison; Henrique Harman; Siva Vaidhyanathan; G Price; Jeffrey R. Spies; Judy Ruttenberg; Cynthia Hudson-Vitale; Erin L Braswell,engineering management; open science; engineering,2016,NA,NA,NA,SHARE Community Meeting and Hackathon at the Center for Open Science 7/11/16 - 7/16/16
Niamh Walker-Headon,digital preservation; engineering management; science technology and society; open science; streams; german; library science; engineering,2016,NA,NA,NA,Strategic Partnerships for Access and Discovery. Conference Reports I
Ra Massom; Petra Heil,media studies; project commissioning; open science; doors; environmental science; publishing; management,2014,NA,Australian Antarctic Magazine,NA,Public open science day
Fernando Galindo-Rueda; Brunella Boselli,norm; political science; incentive; knowledge management; quality assurance; public relations; open science; a major; data sharing; publishing,2016,NA,NA,NA,Drivers and Implications of Scientific Open Access Publishing: Findings from a Pilot OECD International Survey of Scientific Authors
Victoria Dominguez del Angel; Jean-François Gibrat; Jonathan Lorenzo; Sandrine Perrin; Christophe Blanchet,elixir; alternative medicine; data science; open science; cloud computing; medicine,2017,NA,F1000Research,10.7490/f1000research.1113807.1,Cloud computing training at French ELIXIR node (French Institute of Bioinformatics)
Christian Herzog; Giles Radford,medicine; portfolio; who s who; open data; identifier; open science; knowledge management; alternative medicine,2015,NA,F1000Research,10.12688/f1000research.6504.1,ORCID for funders: Who ’s who - and what are they doing? - ORCID IDs as identifiers for researchers and flexible article based classifications to understand the collective researcher portfolio
Jon James; Alec Goodyear; Mark Endean; Keith Williams; Jan Kowal,cdio; developing country; economic shortage; open science; distance education; open university; engineering; skepticism; engineering management; knowledge management; engineering education,2012,NA,NA,NA,The philosophy and pedagogy of practical work for engineering undergraduates and the potential for online practical activities to enhance their experience - An exploratory workshop
Simon Jupp; Chris Morris; Tony Burdett; Camille Laibe; Melissa Haendel; James Malone; Alan R Williams; Johanna McEntyre; Juha Muilu; Murat Sariyar; Philipp Gormanns; Jean-Karim Hériché; María Martín; Donal Fellows; Michel Dumontier; Helen Parkinson; Neil Swainston; Henning Hermjakob; Julie McMurry; Alejandra Gonzalez-Beltran; Susanna-Assunta Sansone; Niklas Blomberg; Jon C. Ison; Rafael C. Jimenez; Nicolas Le Novère; Nicole L. Washington; Carole A. Goble; Chris Mungall; Wolfgang Müller; Natalie Stanford; Janna Hastings; Jacky L. Snoep; Philippe Rocca-Serra; Nathalie Conte; Katherine Wolstencroft; Nick Juty,extensible resource identifier; open science; e science; computer science; identifier; info uri scheme; reuse; database; interoperability; world wide web; big data,2015,NA,NA,10.5281/zenodo.18003,"10 Simple rules for design, provision, and reuse of persistent identifiers for life science data"
R Ricceri; R Barbera; M Torrisi,software engineering; open science; deliverable; software deployment; engineering; database,2015,NA,NA,10.15169/sci-gaia:1441729999.3,Sci-GaIA Deliverable D3.1 - Guidelines to setup and configure an appliance for the deployment of standard compliant open access repositories
Andrea Patacconi; Sharon Belenzon,panel data; publication; applied research; open science; marketing; total factor productivity; hard and soft science; engineering,2010,NA,NA,10.2139/ssrn.1446343,"Performance, Firm Size, and the ""Basicness""of Research"
Robert Calin-Jageman; Geoff Cumming,computer science; comprehension; graph; biomedical sciences; data science; software; open science; confidence interval; statistics; critical thinking; data set,2016,NA,NA,NA,"Introduction to the New Statistics: Estimation, Open Science, and Beyond"
Matthew Jones; Stanley C. Ahalt; W. Christopher Lenhardt; Ray Idaszak; Stacy Rebich-Hespanha; Stephanie E. Hampton; Juliann E. Aukema; Mark Schildhauer,engineering; engineering management; open science; software; engineering ethics; sustainability science,2014,NA,NA,10.6084/m9.figshare.1112560.v4,ISEES-­‐WSSI Lessons for Sustainable Science Software from an Early Career Training Institute on Open Science Synthesis
Eric Robertson; Michael A. Pascoe,manual therapy; medicine; perception; alternative medicine; multimedia; open data; open science,2013,NA,F1000Research,10.7490/f1000research.1094667.1,Utilization and perception of live-blogging coverage of an international manual therapy conference
Kevin Ashley,government; reuse; political science; open data; knowledge management; open science,2015,NA,NA,NA,Data Reuse from Government & Research: observations from experience
Kevin Farnier; Adrian G. Dyer; Martin J. Steinbauer,medicine; anesthesiology; alternative medicine; open science; open data,2017,NA,F1000Research,10.7490/f1000research.1113700.1,Eucalypt-feeding psyllids use colour to locate the choicest leaves: what looks good must also be good
Ye Xiu-sha,epistemology; philosophy; metaphysics; social science; open science; natural science,2010,NA,Journal of Nanjing University,NA,The Critique Philosophy and Metaphysics of Kant
Bernd Ritschel,data mining; geography; open science; data science; open data,2015,NA,NA,NA,Open Data and Open Science for better Research in the Geo and Space Domain
Kazutsuna Yamaji,library science; political science; open science,2016,NA,NA,NA,Current Status of the Japanese Open Access Activity and Our Vision to the Open Science
Christopher J. Lortie,open science; data visualization; ggplot2; computer science; data science,2017,NA,PeerJ,10.7287/peerj.preprints.2873v1,A review of R for Data Science: key elements and a critical analysis.
John Gallo,medicine; open data; leverage; open science; alternative medicine; citizen science; public relations,2015,NA,F1000Research,10.7490/f1000research.1097628.1,Place-based citizen science: linking together to leverage the power of place
Steve Van Tuyl; Andrew Johnson; Michelle Hudson; Scott Martin; Jamene Brooks-Kieffer; Brianna Marshall; Mark Laufersweiler,open science; engineering physics; engineering,2016,NA,NA,NA,Event: Center for Open Science Workshop
Robert A. Stanley; Jason A Eshleman; Andrea Splendiani; Erich A. Gombocz; Mark A Musen,experimental data; ontology; linked data; medicine; data mining; open data; alternative medicine; open science,2013,NA,F1000Research,10.7490/f1000research.1093006.1,"Yes, we can! Lessons from using Linked Open Data (LOD) and public ontologies to contextualize and enrich experimental data"
Alicia Fátima Gómez-Sánchez; Pablo Iriarte,open research; institutional repository; open science; library science; publishing; data curation; information dissemination; biomedical sciences; data management; computer science; data science,2017,NA,Journal of the European Association for Health Information and Libraries,NA,Some fundamentals for open research data management in health sciences
Guus van den Brekel,open science; alternative medicine; medicine; applied psychology,2014,NA,F1000Research,10.7490/f1000research.1097288.1,Trends in research and research support
Mariona Casals-Cases; Dolores Ruiz-Muñoz; Glòria Pérez; Kaye Wellings,open science; medicine; alternative medicine; family medicine; anesthesiology; open data,2011,NA,F1000Research,10.7490/f1000research.1726.1,Use of Contraception to Prevent Pregnancies or Sexually Transmitted Diseases (STD) and Nature of Partners in Spain
Patricia Condon,applied mathematics; computer science; open science,2016,NA,NA,NA,Getting Starting with the Open Science Framework
김남규; 고미현; 이형진; 조아라,engineering management; engineering ethics; political science; open science,2016,NA,NA,NA,국내 오픈 사이언스(OPEN SCIENCE) 활성화 방안에 관한 연구
Craig A. Stewart,cyberinfrastructure; teragrid; computer science; open science; data science; grid,2011,NA,NA,NA,A tale of two grids – Open Science Grid & TeraGrid
Jacquoto's Favorite Links on radar from Diigo,graffiti; open science; geography; information infrastructure; library science,2015,NA,NA,NA,LIBER_Statement on open science
McKiernan Erin,engineering management; open science; medicine,2016,NA,NA,10.6084/m9.figshare.4033482.v1,What is open science...and why should I care
Pekka Olsbo,world wide web; open science; boosting; self archiving; data science; computer science,2016,NA,NA,NA,"Boosting for green open access Why, Who and How?"
Buddhini Samarasinghe,engineering; science outreach; media studies; open science; ivory tower; paywall,2013,NA,NA,NA,Tear Down These Walls
Lobet Guillaume,open science; engineering physics; engineering,2016,NA,NA,10.6084/m9.figshare.3020170.v4,Open Science: A view from the Bench
Erin S. Lindquist,alternative medicine; open data; anesthesiology; medicine; open science,2016,NA,F1000Research,10.7490/f1000research.1112862.1,How to be a blissful dual-career couple in ecology
Евгений Владимирович Кисляк; Михаил Александрович Сергеев; Дмитрий Александрович Семячкин,open data; knowledge management; open science; government; engineering,2015,NA,NA,10.18334/np52168,Возможные пути развития Открытой науки в России
Alexander Lancaster,scale up; collective intelligence; open science; knowledge management; open data; operations research; computer science; biomedical sciences; raw data; polymath project; citizen science,2016,NA,The Winnower,10.15200/winn.147624.46708,How do we build a human-centered open science?
Denise Hills,engineering; knowledge management; open science,2015,NA,NA,NA,Facilitating Open Science and Data through Scientist Engagement and Evolving Technology Posters
Stewart Ross,computer science; open science; applied mathematics,2017,NA,NA,NA,Open Science Assignment 7.1
Kashfia Neherin; Rick Campos; Hoaviet Nguyen; Jenny Stone; Jessica Salgado; Paul Orwin,computational biology; alternative medicine; functional genomics; open science; medicine; metagenomics,2014,NA,F1000Research,10.7490/f1000research.1096750.1,Using functional genomics and metagenomics in the undergraduate classroom as a bridge to research experiences
Mario Torrisi,engineering physics; open science; geography,2016,NA,NA,10.15169/sci-gaia:1460378404.23,Sci-GaIA Winter School - Lesson 6 Part 2
Stavroula Golfomitsou; Theocharis Katrakazis,participatory action research; science policy; science education; art; group work; open science; knowledge management,2017,NA,"CeROArt : Conservation, Exposition, Restauration d'Objets d'Art",NA,The role of educators in promoting collaborative research
Mohammad Naeem Khan; Syed Shahmeer Raza,medical education; anesthesiology; open data; open science,2016,NA,F1000Research,10.7490/f1000research.1112421.1,Assessment of HMIs and determining critical problems relating with it in a BHU in Peshawar
Cécile Germain; Karima Rafes,knowledge base; linked data; data sharing; semantic web; rdf; sparql; open science; data integration; computer science; data mining,2015,NA,NA,NA,A platform for scientific data sharing
Erik Kristoffer Arnesen,applied mathematics; computer science; open science,2016,NA,NA,NA,Assignment 7.1 Open Science
