AuthorNames,FoSNames,Year,DocType,DisplayName,Doi,OriginalTitle
Roman Staniek; Andrzej Gessner,reproducibility; machine tool; engineering drawing; marking out; engineering,2012,Journal,Advances in Manufacturing Science and Technology,10.2478/v10264-012-0006-3,Evaluation of accuracy and reproducibility of the optical measuring system in cast machine tool body assessment
Lisa Samson-Fang,pathology; physical therapy; reproducibility; oropharyngeal dysphagia; medicine,2015,Journal,Developmental Medicine & Child Neurology,10.1111/dmcn.12637,Hidden gems: validity and reproducibility of measures of oropharyngeal dysphagia - secondary conclusions and contributions.
Marcus Barkowsky; Enrico Masala; Glenn Van Wallendael; Ahmed Aldahdooh,video quality; modular design; theoretical computer science; conceptual framework; computer science; coding; data mining; database; reproducibility; software; modularity,2017,Journal,SoftwareX,10.1016/j.softx.2017.09.004,Reproducible research framework for objective video quality measures using a large-scale database approach
Erkan Kalafat; Tuncay Yüce; F. Soylemez; E. Ozkavukcu; Acar Koç; A. Gokce,medicine; radiology; reproducibility; pathology,2017,Journal,Ultrasound in Obstetrics & Gynecology,10.1002/uog.18339,EP03.01: Reproducibility of the intracranial anatomy assessment during second trimester sonographic scan
Matteo Puntoni; Massimo Calabrese; Carlo Martinoli; Gabriella Baio; Alberto Tagliafico; Carlo Emanuele Neumaier; Daniele Pace,medicine; tractography; pathology; brachial plexus; radiology; reproducibility; medical physics; diffusion mri; fractional anisotropy,2011,Journal,European Radiology,10.1007/s00330-011-2100-z,Brachial plexus MR imaging: accuracy and reproducibility of DTI-derived measurements and fibre tractography at 3.0-T.
Rafał Ilow; Bożena Regulska-Ilow; Mahshid Dehghan; Andrzej Szuba; Andrew Mente; Xiaohe Zhang; Katarzyna Zatońska,physical therapy; repeatability; food frequency questionnaire; correlation coefficient; medicine; quartile; gerontology; rural area; statistics; almost all; epidemiology; reproducibility,2012,Journal,Journal of Human Nutrition and Dietetics,10.1111/j.1365-277X.2012.01240.x,"Development, reproducibility and validity of the food frequency questionnaire in the Poland arm of the Prospective Urban and Rural Epidemiological (PURE) study."
Adrian Lussi; Jonas de Almeida Rodrigues; Klaus W. Neuhaus; Rita de Cássia Loiola Cordeiro; Michele Baffi Diniz,reproducibility; orthodontics; medicine; mcnemar s test; dentistry,2010,Journal,Clinical Oral Investigations,10.1007/s00784-009-0323-z,Influence of examiner’s clinical experience on the reproducibility and accuracy of radiographic examination in detecting occlusal caries
Marcello Demi; Elisabetta Bianchini; Vincenzo Gemignani; Francesco Faita; Rosa Maria Bruno; Rosa Sicari; Lorenzo Ghiadoni; A.I. Corciu,medicine; cardiology; internal medicine; elasticity; reproducibility,2010,Journal,Artery Research,10.1016/j.artres.2010.10.085,Assessment of Carotid Elasticity in Exercise: A Reproducibility Study
Rosely Sichieri; Rosângela Alves Pereira; Márcia Gonçalves Ferreira; Regina Maria Veras Gonçalves da Silva; Neuciani Ferreira da Silva,standard deviation; reproducibility; sampling; food frequency questionnaire; statistics; calibration; quartile; medicine; relative validity,2013,Journal,Cadernos De Saude Publica,10.1590/0102-311X00120312,"Reproducibility, relative validity and calibration of a food frequency questionnaire for adults"
Berit Arheimer; Dawei Han; Christopher Hutton; Thorsten Wagener; Christopher J. Duffy; Jim E Freer,hydrology; scientific method; workflow; geology; reproducibility; software; transparency; rigour,2016,Journal,Water Resources Research,10.1002/2016WR019285,"Most computational hydrology is not reproducible, so is it really science?"
Massimo Canevacci,ethnography; social psychology; social science; aura; vision; reproducibility; rhetoric; pixel; sociology; multimedia; movie theater; architecture,2010,Journal,Psicologia & Sociedade,10.1590/S0102-71822010000100020,Aria de pixel: riprodutibilità aurática digitale
Stuart L. Graham; Alexander Klistorner; Yuyi You; Johnson Thie,optics; visual cortex; speech recognition; stimulus; reproducibility; evoked potential; psychology; repeatability; analytical chemistry,2011,Journal,Documenta Ophthalmologica,10.1007/s10633-011-9288-8,"Improving reproducibility of VEP recording in rats: electrodes, stimulus source and peak analysis"
Marie Gérardin; Marie-Blanche Valnet-Rabier; Carmine Meglio; Yannick Arimone; Jean-Paul Dutertre; Dominique Hillaire-Buys; Irène Bidault; Françoise Haramburu; Hélène Théophile; Claire Guy,reproducibility; anesthesia; causality; judgement; pharmacovigilance; cohen s kappa; medicine; statistics; alternative medicine,2015,Journal,Therapie,10.2515/therapie/2015028,Validation and Reproducibility of the Updated French Causality Assessment Method: an Evaluation by Pharmacovigilance Centres & Pharmaceutical Companies
Emer Sonnex; Richard Coulden,tracing; radiology; guideline; observer; audit; internal audit; reproducibility; medicine; ejection fraction,2014,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-16-S1-P372,Inter-observer variation in LV analysis in a dedicated CMR unit: the impact of audit and consensus guideline on reproducibility
Uchechukwu L. Osuagwu; Kelechi C. Ogbuehi,reproducibility; radiology; surgery; ultrasound; optometry; repeatability; microscope; medicine,2012,Journal,Clinical Ophthalmology,10.2147/OPTH.S31690,Repeatability and interobserver reproducibility of Artemis-2 high-frequency ultrasound in determination of human corneal thickness.
Benoit Borel; Serge Berthoin; Delphine Thevenet; Sophie C. Reguem; Georges Baquet; Erwan Leclair; Patrick Mucci,deoxygenation; medicine; reproducibility; diabetes mellitus; mean and predicted response; physical therapy,2010,Journal,Pediatric Exercise Science,10.1123/pes.22.2.183,Reproducibility of Measurement of Muscle Deoxygenation in Children During Exercise
Gaizka Mejuto; Jaime San Román-Quintana; Javier Yanci; Asier Los Arcos; Julio Calleja-González; David Casamichana,acceleration; sprint; statistics; simulation; psychology; football; social psychology; reproducibility,2015,Journal,Ricyde. Revista Internacional De Ciencias Del Deporte,10.5232/ricyde2015.04001,Reproducibilidad de test de aceleración y cambio de dirección en fútbol Reproducibility of test acceleration and change of direction in football
Lorenzo Ciani; Bianca Sereni; Andrea Zanobini; Marcantonio Catelani,gauge; metrology; measurement uncertainty; engineering; statistical process control; anova gauge r r; repeatability; statistics; analysis of variance; reproducibility,2016,Journal,Measurement,10.1016/j.measurement.2016.02.041,Repeatability and Reproducibility techniques for the analysis of measurement systems
Thomas Mulliez; Rudy Van den Broecke; Werner De Gersem; Annick Van Greveling; Tom Vercauteren; D. Berwouts; Liv Veldeman; Bruno Speleers; Wilfried De Neve; Vincent Remouchamps,radiology; medical physics; reproducibility; medicine; deep inspiration breath hold; instability; supine position; prone position,2015,Journal,Radiation Oncology,10.1186/s13014-014-0313-4,Reproducibility of deep inspiration breath hold for prone left-sided whole breast irradiation
Urban Wiklund; A.G. Guerci; Michael Y. Henein; George Koulaouzidis; A.S. Schmermund,internal medicine; alternative medicine; calcium; francis; physical therapy; reproducibility; medicine; cardiology,2012,Journal,Artery Research,10.1016/j.artres.2012.09.188,Calcium score reproducibility: A meta-analysis from St Francis and EBEAT trials
Adriana Gogonel; Mihail Asavoae; Cristian Maxim; Irina Mariuca Asavoae; Liliana Cucu-Grosjean,computer science; composability; principle of compositionality; convergence; real time computing; reproducibility; static timing analysis,2017,Journal,ACM Sigbed Review,10.1145/3166227.3166230,Reproducibility and representativity: mandatory properties for the compositionality of measurement-based WCET estimation approaches
Evanthia Zampeli; Charalambos Giannopoulos; Panayiotis Anapliotis; Vasiliki Kalampoki; Vassilios Xourafas; Spyros Michopoulos; Michael Mavros,radiology; reproducibility; medicine,2011,Journal,Gastrointestinal Endoscopy,10.1016/j.gie.2011.03.879,Mo1580 Reproducibility in Hill Score Assessment: Inter- and Intraobserver Agreement in Everyday Practice
Stefania Rosmini; Charlotte Manisty; Sabrina Nordin; Heerajnarain Bulluck; Anish N Bhuva; James C. Moon; Thomas A Treibel; Amna Abdel-Gadir,reproducibility; analytical chemistry; sample size determination; radiology; computer science,2016,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-18-S1-P2,Reproducibility of native T1 mapping using ShMOLLI and MOLLI - implications for sample size calculation
Alejandra A. Benítez-Arciniega; Montserrat Fitó; Anna N. Funtikova; Helmut Schröder,food frequency questionnaire; repeatability; statistics; spearman s rank correlation coefficient; statistic; biology; reproducibility,2015,Journal,Nutrition Research,10.1016/j.nutres.2014.12.011,Modest validity and fair reproducibility of dietary patterns derived by cluster analysis
Marc-Antoine Rousseau; Adrien Brusson; Jean-Yves Lazennec,medicine; reproducibility; surgery; pelvis; observer; radiology,2014,Journal,European Journal of Orthopaedic Surgery and Traumatology,10.1007/s00590-013-1281-3,Assessment of the axial rotation of the pelvis with the EOS® imaging system: intra- and inter-observer reproducibility and accuracy study
Diane D. Davey,cytology; pathology; medicine; cervical screening; bethesda system; reproducibility,2017,Journal,Journal of the American Society of Cytopathology,10.1016/j.jasc.2017.05.002,Bethesda cervical cytology interobserver reproducibility: have we reached the sweet spot?
Arash Akhavein; Vincent G. Bird; Weil Lai,percutaneous; urology; medicine; reproducibility,2014,Journal,The Journal of Urology,10.1016/j.juro.2014.02.2279,PD32-08 ASSESSMENT OF REPRODUCIBILITY AND OUTOMES OF PERCUTANEOUS NEPHROSTOLITHOTOMY USING S.T.O.N.E. AND GUY'S SCORING SYSTEMS
Nathan S. Artz; Catherine A. Hooker; Guilherme M. Campos; Jeffrey B. Schwimmer; Gavin Hamilton; William Haufe; Anthony Gamst; Tanya Wolfson; Claude B. Sirlin; Scott B. Reeder,radiology; medicine; magnetic resonance imaging; field strength; reproducibility,2015,Journal,Journal of Magnetic Resonance Imaging,10.1002/jmri.24842,Reproducibility of MR-based liver fat quantification across field strength: Same-day comparison between 1.5T and 3T in obese subjects
Marco Lupidi; Barbara Iaccheri; Sofia Androudi; Giansanti Fabrizio; Laura Biondi; Carlo Cagini; Daniela Fruttini; Tito Fiore,optical coherence tomography; repeatability; analytical chemistry; medicine; reproducibility; intraclass correlation,2013,Journal,Current Eye Research,10.3109/02713683.2013.781191,Repeatability and Reproducibility of Retinal Thickness Measurements in Diabetic Patients with Spectral Domain Optical Coherence Tomography
Kerstin A. Lehnert; Marcia McNutt; John Leslie King; Brian A. Nosek; Aaron M. Ellison; Brooks Hanson,management science; lag; reproducibility; data access; transparency,2016,Journal,Science,10.1126/science.aad7048,Liberating field science samples and data
Wouter V. Potters; Alex Powell; Pim van Ooij; Michael Markl; Alex J. Barker,observer; cardiology; aorta; reproducibility; angiology; internal medicine; shear stress; medicine; radiology,2015,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-17-S1-P74,Reproducibility and inter-observer variability of velocity and 3D wall shear stress derived from 4D flow MRI in the healthy aorta
Eitan Livny; Irit Bahar; Muhannad Masoud,sirius; radiology; medicine; reproducibility; repeatability; optics,2015,Journal,Eye & Contact Lens-science and Clinical Practice,10.1097/ICL.0000000000000074,Repeatability and intrasession reproducibility obtained by the Sirius anterior segment analysis system.
Alexandre Abizaid; Andrea Abizaid; Danillo T. Silva; Jose d Costa; Amanda Sousa; Tannas Jatene; Evandro Martins Filho; Dimytri Siqueira; Ricardo A. Costa; J. Eduardo Sousa; Daniel Chamié,optical coherence tomography; medical physics; reproducibility; frequency domain; medicine; software,2014,Journal,Journal of the American College of Cardiology,10.1016/j.jacc.2014.07.437,TCT-389 Reproducibility of Intracoronary Frequency-Domain Optical Coherence Tomography Quantitative Analysis Using Two Different Software Packages
Arkan S. Sayed-Noor; Per-Henrik Ågren; Per Wretenberg,surgery; pathology; fleiss kappa; medicine; reproducibility; radiology; computed tomography; sanders classification,2011,Journal,Foot & Ankle International,10.3113/FAI.2011.0861,Interobserver reliability and intraobserver reproducibility of three radiological classification systems for intra-articular calcaneal fractures.
Janae Csavina; Joshua A. Roberti; Henry W. Loescher; Jeffrey R. Taylor,agroforestry; repeatability; calibration; reliability engineering; confidence interval; biology; reproducibility; uncertainty analysis; standardized approach,2017,Journal,Ecosphere,10.1002/ecs2.1683,Traceable measurements and calibration: a primer on uncertainty analysis
A.W. Welsh; N. Meriki; A. Izurieta,fetus; radiology; medicine; reproducibility,2010,Journal,Ultrasound in Obstetrics & Gynecology,10.1002/uog.7997,OP08.05: Fetal left myocardial performance (Tei) index: improving reproducibility using wall motion filter setting and peak of valve clicks
Philippe Lang; Marc David Benjoar; Philippe Grimbert; V. Oudart; Mikael Hivelin; F. Bellivier; Laurent Lantieri; Jean Paul Meningaud,physical therapy; reproducibility; medicine; diabetes mellitus,2010,Journal,Transplantation,10.1097/00007890-201007272-00325,FACE TRANSPLANTATION OUTCOMES: FEASIBILITY REPRODUCIBILITY AND EFFICACY: 1037
Jake Vanderplas; Ben Marwick; Francisco Rodríguez-Sánchez; Edward D. Lazowska,computer science; reproducibility; data science,2017,Journal,Science,10.1126/science.aam6116,Academia's failure to retain data scientists
Matthew D. Robson; Rina Ariga; Sonia Nielles-Vallespin; Laura-Ann McGill; Pedro Ferreira; Stefan Neubauer; Dudley J. Pennell; Elizabeth M. Tunnicliffe; Andrew D Scott; David N. Firmin,computer science; repeated measures design; post hoc analysis; statistics; radiology; data mining; almost all; diffusion mri; ventricle; reproducibility; diastole,2014,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-16-S1-O84,Inter-centre reproducibility of cardiac diffusion tensor measures.
Drew W. Fallis; Diana W. Weber; Mark D. Packer,coronal plane; sagittal plane; geodesy; surgery; orthodontics; horizontal and vertical; computed tomography; reproducibility; medicine,2013,Journal,American Journal of Orthodontics and Dentofacial Orthopedics,10.1016/j.ajodo.2012.11.026,Three-dimensional reproducibility of natural head position
Michael W. Caldwell; Robert R. Reisz,management; engineering; passion; reproducibility,2016,Journal,Nature,10.1038/537307a,Reproducibility: Harness passion of private fossil owners
Carlos Granell; Frank O. Ostermann,computer science; information retrieval; volunteered geographic information; data science; data mining; reproducibility,2017,Journal,Transactions in Gis,10.1111/tgis.12195,Advancing science with VGI : reproducibility and replicability of recent studies using VGI
Angela Galeotti; Ambrosina Michelotti; Vincenzo D’Antò; Roberto Martina; Paolo Chiodini; Iacopo Cioffi; Renato Tagliaferri; Marianna Casillo,occlusion; reproducibility; medicine; dentistry; confidence interval; sagittal plane; orthodontics,2016,Journal,European Journal of Orthodontics,10.1093/ejo/cjv072,Reproducibility of the assessment of the Fränkel manoeuvre for the evaluation of sagittal skeletal discrepancies in Class II individuals
Stefano Vercelli; Sara Bianchi; Matteo Ciceri; Valeria Stissi; Elisabetta Bravini; Francesco Sartorio; Sara Rossetti; Giorgio Ferriero,cronbach s alpha; reproducibility; observer; surgery; construct validity; medicine,2017,Journal,International Wound Journal,10.1111/iwj.12795,"Cross-cultural adaptation, reproducibility and validation of the Italian version of the Patient and Observer Scar Assessment Scale (POSAS)"
Domonkos Tikk; Pablo Castells; Alejandro Bellogín; Alan Said,data mining; information retrieval; reproducibility; implementation; empirical research; recommender system; computer science,2014,Journal,Sigir Forum,10.1145/2641383.2641389,Report on the workshop on reproducibility and replication in recommender systems evaluation (RepSys)
Oswaldo de Vasconcellos Vilella; Letícia Alves Machado; Lia Maria de Araujo Garcia Agostinho,calipers; ruler; random error; engineering drawing; reproducibility; systematic error; repeatability; dental arch; engineering,2012,Journal,NA,10.1590/S1980-65232012000300010,Evaluation of two techniques to measure the available space in the mandibular dental arch using the method error
Anne-Laure Boulesteix; Matthias Schmid,mathematics; statistics; machine learning; artificial intelligence; logistic regression; statistical model; multicategory; econometrics; reproducibility,2014,Journal,Biometrical Journal,10.1002/bimj.201300226,Machine learning versus statistical modeling
R. Uijlenhoet; Adriaan J. Teuling; Lieke Melsen; P. J. J. F. Torfs,repeatability; reproducibility; operations research; hydrology; geology,2017,Journal,Water Resources Research,10.1002/2016WR020208,"Comment on “Most computational hydrology is not reproducible, so is it really science?” by Christopher Hutton et al."
Matt S. Stock; Jennifer L. Graef; Abbie E. Smith; David H. Fukuda; Sarah E. Tobkin; Eonho Kim; Patrick S. Tucker; Pablo B. Costa; Kristina L. Kendall; Joel T. Cramer; Christopher M. Lockwood; Trent J. Herda; Kaelin C. Young; Jeffrey R. Stout; Vanessa D. Sherk; Jordan R. Moon; Ashley A. Walter; Steven L. Ferguson,medicine; body water; repeated measures design; spectroscopy; reproducibility; physical therapy,2010,Journal,British Journal of Nutrition,10.1017/S0007114510002254,Reproducibility and validity of bioimpedance spectroscopy for tracking changes in total body water: implications for repeated measurements
Cyril Pernet; Jean-Baptiste Poline,computer science; functional magnetic resonance imaging; replicate; reproducibility; bioinformatics,2015,Journal,GigaScience,10.1186/s13742-015-0055-8,Improving functional magnetic resonance imaging reproducibility
Gordon Fuller; Simon Kemp; Martin Raftery,injury prevention; reproducibility; head injury; physical therapy; concussion; medicine; suicide prevention,2017,Journal,Journal of Science and Medicine in Sport,10.1016/j.jsams.2016.07.008,The accuracy and reproducibility of video assessment in the pitch-side management of concussion in elite rugby.
Mark G. Baxter; Rebecca D. Burwell,behavioral neuroscience; transparency; social psychology; reproducibility; applied psychology; developmental psychology; psychology; publishing,2017,Journal,Behavioral Neuroscience,10.1037/bne0000207,"Promoting transparency and reproducibility in Behavioral Neuroscience: Publishing replications, registered reports, and null results."
Tara Candido; Keishi Ohtani; Harvey O. Coxson; Pierre Lane; Stephen Lam; Annette McWilliams; Anthony M. D. Lee; Tawimas Shaipanich,medical physics; physical therapy; reproducibility; medicine; optical coherence tomography,2012,Conference,NA,10.1164/ajrccm-conference.2012.185.1_MeetingAbstracts.A4342,Reproducibility Of Optical Coherence Tomography Imaging Of Small Airways
Mikael Hivelin; Jean-Pascal Lefaucheur; Frank Bellivier; Jean Paul Meningaud; Nicolas Ortonne; Vincent Audard; Philippe Lang; Marc David Benjoar; Alain Gilton; Laurent Lantieri; Philippe Grimbert; Jean Marty,reproducibility; radiology; surgery; medicine,2010,Journal,Plastic and Reconstructive Surgery,10.1097/01.prs.0000388727.10485.49,"Face Transplantation Outcomes: Feasibility, Reproducibility and Efficacy"
Patrick Olivier Myers,big data; surgery; reproducibility; institutional repository; medicine; open data; data science; clinical research,2015,Journal,The Annals of Thoracic Surgery,10.1016/j.athoracsur.2015.08.041,"Open Data: Can It Prevent Research Fraud, Promote Reproducibility, and Enable Big Data Analytics In Clinical Research?"
Robert R. Clancy; Ana M. Gutierrez-Colina; Rong Guo; Dennis J. Dlugos; Huaqing Zhao; Nicholas S. Abend; Eric D. Marsh,limiting; family therapy; electroencephalography; medicine; intensive care medicine; reproducibility,2011,Journal,Journal of Clinical Neurophysiology,10.1097/WNP.0b013e3182051123,Interobserver reproducibility of electroencephalogram interpretation in critically ill children.
Reinhilde Jacobs; Pisha Pittayapat; Raphaël Olszewski; Guillaume A. Odri; Guy Willems; Karla de Faria Vasconcelos,sella turcica; reproducibility; mathematics; cone beam computed tomography; radiology,2015,Journal,Imaging Science in Dentistry,10.5624/isd.2015.45.1.15,Reproducibility of the sella turcica landmark in three dimensions using a sella turcica-specific reference system
Juan Luis Alcázar; A. Iturra,medicine; observer; radiology; reproducibility,2011,Journal,Ultrasound in Obstetrics & Gynecology,10.1002/uog.9950,P28.02: Inter-observer reproducibility of GI-RADS reporting system for adnexal masses using three-dimensional volume off-line analysis
Punit Tyagi; Monika Tomar; Anjali Sharma; Vinay Gupta,forensic engineering; liquefied petroleum gas; reproducibility; thin film; control engineering; catalysis; composite material; engineering,2014,Journal,Advanced Science Letters,10.1166/asl.2014.5472,Reliability and Reproducibility Study on Hand-Held Liquefied Petroleum Gas Sensors Based on Sputtered SnO2 Thin Film and Micro-Heater Using Pt Catalyst
Marcelle Flores Martinez; Camilla de Chermont P. Estima; Sonia Tucunduva Philippi; Greisse Viero da Silva Leal,reproducibility; medicine; cohen s kappa; food group; standard deviation; food frequency questionnaire; statistics,2013,Journal,Cadernos De Saude Publica,10.1590/0102-311X00055512,Validity and reproducibility of a food frequency questionnaire to assess food group intake in adolescents
Eva Elisabet Ejlersen Wæhrens; Henning Bliddal; Else Marie Bartels; Christian K Pedersen; Robin Christensen; Bente Danneskiold-Samsøe; Andrew P Garrow,danish; construct validity; reproducibility; visual analogue scale; physical therapy; medicine; intraclass correlation,2013,Journal,Pain Research and Treatment,10.1155/2013/284903,Development of a Danish Language Version of the Manchester Foot Pain and Disability Index: Reproducibility and Construct Validity Testing
J-P Wang; Bor-Lin Lee; Yi-Wei Wang,adapter; electronic engineering; engineering; fiber cable termination; reproducibility; electrical engineering; electromagnetic compatibility; mains electricity; measurement uncertainty; electrical impedance,2012,Conference,NA,10.1109/ISEMC.2012.6351836,Enhance the test reproducibility of radiated emission by defined cable termination
Reinhard Vonthein; Andreas Ziegler,reproducibility; stat; gene chip analysis; repeatability; computer science; statistics; bioinformatics,2010,Journal,Computational Statistics & Data Analysis,10.1016/j.csda.2009.12.006,On the Use of the Terms Repeatability and Reproducibility Regarding “Reproducibility of genotypes as measured by the Affymetrix GeneChip(R) 100 K Human Mapping Array Set” by Fridley and colleagues (2008) Comput. Stat. Data Anal. 52: 5367-74
Bill Howe,virtualization; configuration management; computer science; software; software portability; computational science; reproducibility; cloud computing; maintenance engineering,2012,Journal,Computing in Science and Engineering,10.1109/MCSE.2012.36,CDE: A Tool for Creating Portable Experimental Software Packages
Jaume Pujol; Barbara Schael; Elísabet Chorro; Esther Perales; Tapani Hirvonen; Meritxell Vilaseca; Xana Delpueyo,data mining; repeatability; mathematics; reproducibility; christian ministry; hyperspectral imaging,2014,Journal,Color Research and Application,10.1002/col.21851,"Repeatability, reproducibility, and accuracy of a novel pushbroom hyperspectral system"
Bernardo Crespo; Felipe Borges Gonçalves; Alan de Paula Mozella; Hugo Alexandre de Araújo Barros Cobra; Felipe Almeida Rocha; Rodrigo Pires e Albuquerque,physical therapy; alpha; cohen s kappa; osteoarthritis; reproducibility; medicine; radiology,2016,Journal,Revista Brasileira De Ortopedia,10.1016/j.rboe.2016.10.009,Reproducibility assessment of different descriptions of the Kellgren and Lawrence classification for osteoarthritis of the knee.
Christopher D. Chambers,reproducibility; publication bias; false positive paradox; medicine; clinical psychology,2015,Journal,Addiction,10.1111/add.12728,Ten reasons why journals must review manuscripts before results are known
M. De Seze; Jean-Michel Mazaux; A. Gaunelle; G. de Korvin; T Randriaminahisoa,physical therapy; intraclass correlation; reproducibility; coronal plane; cobb angle; observer; scoliosis; sagittal plane; medicine,2013,Journal,Annals of Physical and Rehabilitation Medicine,10.1016/j.rehab.2013.10.003,Inter-observer reproducibility of back surface topography parameters allowing assessment of scoliotic thoracic gibbosity and comparison with two standard postures.
Dirceu Costa; Elaine Cristina de Campos; Rafael Melillo Laurino Neto; Marcela Barbalho-Moulim; Luciana Maria Malosá Sampaio; Poliane Nascimento de Araujo; Ross Arena; Fabiana Sobral Peixoto-Souza,intraclass correlation; body mass index; psychology; obesity; reproducibility; mean difference; physical therapy,2015,Journal,Physiotherapy Theory and Practice,10.3109/09593985.2015.1010242,Reproducibility of the incremental shuttle walk test for women with morbid obesity.
Kristin S. Ritz; Dietbert Hahn; Thomas Flohr; Markus Weininger; U. Joseph Schoepf; Rozemarijn Vliegenthart; Philip Costello; Matthias Beissert,medicine; software; software system; calcium; radiology; pathology; reproducibility,2012,Journal,Radiology,10.1148/radiol.12112532,Interplatform Reproducibility of CT Coronary Calcium Scoring Software
Friedrich Lösel,social psychology; criminology; meta analysis; psychological intervention; replication crisis; crime prevention; systematic review; program evaluation; psychology; reproducibility,2017,Journal,Journal of Experimental Criminology,10.1007/s11292-017-9297-z,"Evidence comes by replication, but needs differentiation: the reproducibility issue in science and its relevance for criminology"
Alok Kumar Pan; Dipankar Home,mach zehnder interferometer; physics; quantum mechanics; theoretical physics; reproducibility; quantum hall effect; quantum contextuality; kochen specker theorem,2010,Journal,Physics Letters A,10.1016/j.physleta.2009.12.075,Reply to “Comment on ‘Contextuality within quantum mechanics manifested in subensemble mean values’ [Phys. Lett. A 373 (2009) 3430]” [Phys. Lett. A 374 (2010) 1397]
Igna Luciara Raffaelli Albino; Gabriela Oliveira Druck; Camila de Oliveira Neves Pinheiro; Joseani Ceccato; Fabiana Cristina Silva,basketball; medicine; physical therapy; physical medicine and rehabilitation; reproducibility; functional movement; athletes; intra rater reliability,2016,Journal,Physical Therapy in Sport,10.1016/j.ptsp.2015.11.023,Intrarater reliability and reproducibility of Functional Movement Screen – FMS™ in volleyball and basketball athletes
Fred B. Bryant,family medicine; biological engineering; reproducibility; medicine,2016,Journal,Journal of Evaluation in Clinical Practice,10.1111/jep.12669,Enhancing predictive accuracy and reproducibility in clinical evaluation research: Enhancing predictive accuracy
Uwe Berger; Michel Thibaudon; Regula Gehrig; Matt Smith; Giuseppe Frenguelli; Carmen Galán; Jose Oteros; Bernard Clot; Rui Brandao,meteorology; questionnaire; accuracy and precision; risk analysis; pollen; data quality; medicine; reproducibility; quality assurance; aerobiology,2014,Journal,Aerobiologia,10.1007/s10453-014-9335-5,Pollen monitoring: minimum requirements and reproducibility of analysis
Qinmei Wang; Xinjie Mao; Giacomo Savini; Jian Zhang; Zuopao Zhuo; Hao Chen; Jinhai Huang; Yifan Feng,intraclass correlation; coefficient of variation; keratometer; optics; repeatability; standard deviation; scheimpflug principle; medicine; reproducibility,2013,Journal,Journal of Cataract and Refractive Surgery,10.1016/j.jcrs.2013.04.029,"Repeatability, reproducibility, and agreement of corneal power measurements obtained with a new corneal topographer"
Chikara Noda; Joao A.C. Lima; Gregory Hundley; Bharath Ambale Venkatesh; Elzbieta Chamera; David A. Bluemke; Chia-Ying Liu; Atul Chugh; Gisela Teixido-Tura; Alban Redheuil; Yoshiaki Ohyama; Colin O. Wu,text mining; pulse wave velocity; radiology; medicine; reproducibility; intraclass correlation,2015,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-17-S1-O67,Reproducibility of functional aortic analysis using MRI: the multi-ethnic study of atherosclerosis
Shinichi Fukuda; Keisuke Kawana; Tetsuro Oshika; Yoshiaki Yasuno,medicine; intraclass correlation; reproducibility; optics; optical coherence tomography; wilcoxon signed rank test; repeatability,2010,Journal,Journal of Cataract and Refractive Surgery,10.1016/j.jcrs.2010.05.024,Repeatability and reproducibility of anterior ocular biometric measurements with 2-dimensional and 3-dimensional optical coherence tomography
Meng Yin; Nikolaus M. Szeverenyi; Gavin Hamilton; Kang Wang; Florin Vaida; Michael S. Middleton; Kevin J. Glaser; Paul Manning; Tanya Wolfson; Claude B. Sirlin; Richard L. Ehman,medicine; repeatability; radiology; reproducibility; elastography; expiration,2017,Journal,Abdominal Radiology,10.1007/s00261-017-1206-4,Repeatability and reproducibility of 2D and 3D hepatic MR elastography with rigid and flexible drivers at end-expiration and end-inspiration in healthy volunteers
Jim Y. Wan; Haiming Du; Sarwat Salim,goldmann applanation tonometer; intraocular pressure; glaucoma; reproducibility; ophthalmology; medicine,2013,Journal,Journal of Glaucoma,10.1097/IJG.0b013e318237caa2,Comparison of intraocular pressure measurements and assessment of intraobserver and interobserver reproducibility with the portable ICare rebound tonometer and Goldmann applanation tonometer in glaucoma patients.
Lisa F. Smith; Benjamin K. Smith; Jeffrey K. Smith,applied psychology; imaging phantom; psychology; reproducibility; social psychology,2017,BookChapter,NA,10.1037/0000033-017,The reproducibility crisis in psychology: Attack of the clones or phantom menace?
Yolanda Gil; Sarah L. Kinnings; Yinliang Zhang; Daniel Garijo; Lei Xie; Philip E. Bourne; Li Xie,ranging; physics; software; reproducibility; workflow; the internet; computational biology; intuition,2013,Journal,PLOS ONE,10.1371/journal.pone.0080278,Quantifying reproducibility in computational biology: the case of the tuberculosis drugome.
Jodhbir S. Mehta; Gary Hin Fai Yam; Aris Konstantopoulos; Nyein Chan Lwin; Andri K. Riau; Yu-Chi Liu; Ericia Pei Wen Teo; Raj Bhayani,medicine; ectasia; surgery; radiology; reproducibility; repeatability; cornea,2015,Journal,Translational Vision Science & Technology,10.1167/tvst.4.2.16,Repeatability and Reproducibility of Corneal Biometric Measurements Using the Visante Omni and a Rabbit Experimental Model of Post-Surgical Corneal Ectasia
