"PaperId","Collaboration","Competiition_Achievement","Femininewords","IndividualfocusedPronouns","Innovation","Integrity","Learning","Masculinewords","Openness","Otherfocusedpronouns","Policing","ProsocialMotives","Reproducibility","TeamfocusedPronouns","Team_Communality","Tag","IndexedAbstract","Title"
2730160756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","107 Reproducibility Study of Bubble Motion by the Micro-bubble Generation Device"
2315073380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","115 REPRODUCIBILITY OF BLOOD PRESSURE RESPONSE TO COLD PRESSURE TEST: THE GENSALT STUDY"
2127084935,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,"Reproducibility","Since there was no Portuguese questionnaire to evaluate cutaneous allodynia, which has been pointed out as a risk factor of migraine, we aimed to perform the cross-cultural adaptation of the 12 item Allodynia Symptom Checklist for the Brazilian population and to test its measurement properties. It consisted in six stages: translation, synthesis, back translation, revision by a specialist committee, pretest and submission the documents to the committee. In the pretest stage, the questionnaire was applied to 30 migraineurs of both sexes, who had some difficulty in understanding it. Thus, a second version was applied to 30 additional subjects, with no difficulties being reported. The mean filling out time was 3'36"", and the internal consistency was 0.76. To test reproducibility, 15 other subjects filled out the questionnaire at two different times, it was classified as moderate (weighted kappa=0.58). We made available to Brazilian population an easy, quick and reliable questionnaire.","12 item Allodynia Symptom Checklist/Brasil: cross-cultural adaptation, internal consistency and reproducibility"
2049153370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","1237 poster CONE BEAM CT STUDY OF PATIENT POSITION REPRODUCIBILITY AND STABILITY USING DIFFERENT TYPES OF HEAD FIXATION"
2007935862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","1261 poster TONGUE POSITION AND SETUP REPRODUCIBILITY USING DIFFERENT TONGUE DEPRESSORS IN H&N CANCER ASSESSED WITH CBCT."
2330094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","1373 REPRODUCIBILITY OF SEMEN ANALYSES IN THE TRANSITIONING ADOLESCENT AT RISK FOR INFERTILITY"
1968995847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","1380 poster THE ESTIMATION OF REPRODUCIBILITY OF PATIENTS' IRRADIATION BASED ON DOSE DISTRIBUTIONS MEASURED USING THE EPID SYSTEM"
2127543153,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0.0198019801980198,0.0891089108910891,0,0,"Reproducibility","AIM: To find the most reproducible quantitative parameter of a standard 13C-methacetin breath test (13C-MBT).

METHODS: Twenty healthy volunteers (10 female, 10 male) underwent the 13C-MBT after intake of 75 mg 13C-methacetin p.o. on three occasions. Short- and medium-term reproducibility was assessed with paired examinations taken at an interval of 2 and 18 d (medians), respectively.

RESULTS: The reproducibility of the 1-h cumulative 13C recovery (AUC0-60), characterized by a coefficient of variation of 10%, appeared to be considerably better than the reproducibility of the maximum momentary 13C recovery or the time of reaching it. Remarkably, as opposed to the short gap between consecutive examinations, the capacity of the liver to handle 13C-methacetin increased slightly but statistically significantly when a repeat dose was administered after two to three weeks. Regarding the AUC0-60, the magnitude of this fixed bias amounted to 7.5%. Neither the time gap between the repeat examinations nor the gender of the subjects affected the 13C-MBT reproducibility.

CONCLUSION: 13C-MBT is most reproducibly quantified by the cumulative 13C recovery, but the exactitude thereof may be modestly affected by persistent stimulation of CYP1A2 on repeat examinations.","13C-methacetin breath test reproducibility study reveals persistent CYP1A2 stimulation on repeat examinations"
1980428132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","1410 poster A RETROSPECTIVE STUDY COMPARING THE REPRODUCIBILITY OF THE WINGSTEP BREASTBOARD TO THE CONVENTIONAL MT-350 BREASTBOARD IN TANGENTIAL BREAST IRRADIATION"
1983396470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","1504 poster EVALUATION OF THE REPRODUCIBILITY OF PATIENT SETUP FOR A DOUBLE-MASK SYSTEM USING ADDITIONAL THERMOPLASTIC PELLES FOR PRECISION RADIOTHERAPY"
2107412530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","1535 S.T.O.N.E. NEPHROLITHOMETRY: A NOVEL SCORING SYSTEM FOR KIDNEY CALCULI – INTEROBSERVER RELIABILITY AND REPRODUCIBILITY"
2662889395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","1A2-K01 Statistical Shape Adjustment of A Skin Surface for A Posable Human Hand Model : Reproducibility Accroding to Postures and Regions(Digital Human)"
1910952613,0,0.00826446280991736,0,0,0,0,0.00826446280991736,0,0.00826446280991736,0,0,0.0247933884297521,0.00826446280991736,0,0,"OpenScience","The AMT (www.amt-uk.org) is a multidisciplinary programme which undertakes biological, chemical, and physical oceanographic research during an annual voyage between the UK and a destination in the South Atlantic such as the Falkland Islands, South Africa, or Chile. This transect of >12,000 km crosses a range of ecosystems from subpolar to tropical, from euphotic shelf seas and upwelling systems, to oligotrophic mid-ocean gyres. The year 2015 has seen two milestones in the history of the AMT: the achievement of 20 years of this unique ocean going programme and the departure of the 25th cruise on the 15th of September. Both of these events were celebrated in June this year with an open science conference hosted by the Plymouth Marine Laboratory (PML) and will be further documented in a special issue of Progress in Oceanography which is planned for publication in 2016. Since 1995, the 25 research cruises have involved 242 sea-going scientists from 66 institutes representing 22 countries. AMT was designed from the outset to be a collaborative programme. It was originally conceived by Jim Aiken, Patrick Holligan, Roger Harris, and Dave Robins with Chuck McClain and Chuck Trees at NASA to test and ground truth satellite algorithms of ocean color. The opportunities offered by this initiative meant that this series of repeated biannual cruises rapidly developed into a coordinated study of ocean biodiversity, biogeochemistry, and ocean/atmosphere interactions.","20 Years of the Atlantic Meridional Transect—AMT"
2547880330,0.00314465408805031,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0.00628930817610063,0,0,0.00943396226415094,0,0,0,"OpenScience","I1 Introduction to the 2015 Brainhack Proceedings R. Cameron Craddock, Pierre Bellec, Daniel S. Margules, B. Nolan Nichols, Jorg P. Pfannmoller A1 Distributed collaboration: the case for the enhancement of Brainspell’s interface AmanPreet Badhwar, David Kennedy, Jean-Baptiste Poline, Roberto Toro A2 Advancing open science through NiData Ben Cipollini, Ariel Rokem A3 Integrating the Brain Imaging Data Structure (BIDS) standard into C-PAC Daniel Clark, Krzysztof J. Gorgolewski, R. Cameron Craddock A4 Optimized implementations of voxel-wise degree centrality and local functional connectivity density mapping in AFNI R. Cameron Craddock, Daniel J. Clark A5 LORIS: DICOM anonymizer Samir Das, Cecile Madjar, Ayan Sengupta, Zia Mohades A6 Automatic extraction of academic collaborations in neuroimaging Sebastien Dery A7 NiftyView: a zero-footprint web application for viewing DICOM and NIfTI files Weiran Deng A8 Human Connectome Project Minimal Preprocessing Pipelines to Nipype Eric Earl, Damion V. Demeter, Kate Mills, Glad Mihai, Luka Ruzic, Nick Ketz, Andrew Reineberg, Marianne C. Reddan, Anne-Lise Goddings, Javier Gonzalez-Castillo, Krzysztof J. Gorgolewski A9 Generating music with resting-state fMRI data Caroline Froehlich, Gil Dekel, Daniel S. Margulies, R. Cameron Craddock A10 Highly comparable time-series analysis in Nitime Ben D. Fulcher A11 Nipype interfaces in CBRAIN Tristan Glatard, Samir Das, Reza Adalat, Natacha Beck, Remi Bernard, Najmeh Khalili-Mahani, Pierre Rioux, Marc-Etienne Rousseau, Alan C. Evans A12 DueCredit: automated collection of citations for software, methods, and data Yaroslav O. Halchenko, Matteo Visconti di Oleggio Castello A13 Open source low-cost device to register dog’s heart rate and tail movement Raul Hernandez-Perez, Edgar A. Morales, Laura V. Cuaya A14 Calculating the Laterality Index Using FSL for Stroke Neuroimaging Data Kaori L. Ito, Sook-Lei Liew A15 Wrapping FreeSurfer 6 for use in high-performance computing environments Hans J. Johnson A16 Facilitating big data meta-analyses for clinical neuroimaging through ENIGMA wrapper scripts Erik Kan, Julia Anglin, Michael Borich, Neda Jahanshad, Paul Thompson, Sook-Lei Liew A17 A cortical surface-based geodesic distance package for Python Daniel S Margulies, Marcel Falkiewicz, Julia M Huntenburg A18 Sharing data in the cloud David O’Connor, Daniel J. Clark, Michael P. Milham, R. Cameron Craddock A19 Detecting task-based fMRI compliance using plan abandonment techniques Ramon Fraga Pereira, Anibal Solon Heinsfeld, Alexandre Rosa Franco, Augusto Buchweitz, Felipe Meneguzzi A20 Self-organization and brain function Jorg P. Pfannmoller, Rickson Mesquita, Luis C.T. Herrera, Daniela Dentico A21 The Neuroimaging Data Model (NIDM) API Vanessa Sochat, B Nolan Nichols A22 NeuroView: a customizable browser-base utility Anibal Solon Heinsfeld, Alexandre Rosa Franco, Augusto Buchweitz, Felipe Meneguzzi A23 DIPY: Brain tissue classification Julio E. Villalon-Reina, Eleftherios Garyfallidis","2015 Brainhack Proceedings"
2469663488,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,"OpenScience","The International Society for Computational Biology (ISCB) recognizes the achievements of an early- to mid-career scientist with the Overton Prize each year. The Overton Prize was established to honor the untimely loss of Dr. G. Christian Overton, a respected computational biologist and founding ISCB Board member. Winners of the Overton Prize are independent investigators in the early to middle phases of their careers who are selected because of their significant contributions to computational biology through research, teaching, and service. 2016 will mark the fifteenth bestowment of the ISCB Overton Prize.  ISCB is pleased to confer this award the to Debora Marks, Assistant Professor of Systems Biology and director of the Raymond and Beverly Sackler Laboratory for Computational Biology at Harvard Medical School.","2016 ISCB Overton Prize awarded to Debora Marks"
2325138977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","2089979 In Vitro Quantification and Reproducibility of Elasticity Mearsurements Using Four Different Ultrasound Scanners"
2111341603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","220: A Web-Based Pilot Study of Inter-Pathologist Reproducibility Using the ISHLT 2004 Classification System for Biopsy Diagnosis of Acute Cardiac Allograft Rejection: The European Experience on Behalf of the Transplant Working Group of the Association for European Cardiovascular Pathology"
1996978107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","2273 STANDARDIZED INTERPRETATION OF UROFLOWMETRIC PARAMETERS RESULTS IN HIGH INTER-OBSERVER CONCORDANCE AND OBSERVATIONAL REPRODUCIBILITY"
2684115425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","23 – Reproducibility over time of the Pressure-Flow relationship in the pulmonary circulation by exercise echocardiography in healthy volunteers"
2018490444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","230-P Improving single antigen assay reproducibility using a linear regresion model"
2058498971,0,0.0240963855421687,0,0,0,0.0240963855421687,0.0240963855421687,0.0240963855421687,0,0,0,0.0240963855421687,0.036144578313253,0,0,"Reproducibility","AbstractTwo-dimensional gel electrophoresis (2-DE) is one of the most powerful methods for studying global protein profiles. However, due to the multiple manual steps involved in gel based processing it is challenging to achieve the necessary overall reproducibility for a reliable comparative analysis, especially between different laboratories. To improve the 2-DE technique for quantitative analyses we have set up a robust 2-DE workflow, called 2D-ToGo, which utilizes latest innovations concerning instrumentation, consumables and protocols. Quantitative data analyses indicate the high reproducibility between replicate gels processed at a single site (intra-laboratory variation: CV 20%). The data-sets of the inter-laboratory comparison revealed similar results displaying a variation of CV 23%. The technical improvements given by our 2-DE workflow have a positive impact on process robustness and most importantly, reproducibility. Accordingly, many of the well-known challenges for resolving and quantitating ...","2D-ToGo workflow: increasing feasibility and reproducibility of 2-dimensional gel electrophoresis"
2068194362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","31 Modified nasal catheter for measurement of nasal potential difference improves reproducibility"
2585390138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","3D-modeling of the spine using EOS imaging system: Inter-reader reproducibility and reliability"
2739580300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OpenScience","","4. Internationale Open-Science-Konferenz des Leibniz-Forschungsverbunds Science 2.0"
2551545756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","403 Reproducibility of Water Exchange (WE) Method on Enhanced Adenoma Detection"
2033367823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","433 IMPROVEMENT OF THE REPRODUCIBILITY OF THE RADIOGRAPHIC KELLGREN-LAWRENCE (KL) SCORING SYSTEM IN HAND OSTEOARTHRITIS (HOA) USING A NEW KL SCORING SYSTEM AID"
1975192855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","446 poster REPRODUCIBILITY STUDY OF DIFFUSION-WEIGHTED IMAGING IN RECTAL CANCER."
2316298616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","469 3D-conformal Partial Breast Irradiation (3D-CRT PBI): How to Optimize Its Reproducibility"
2156249080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","50 Nasal potential measurements: repeatability and reproducibility of TCS in patients homozygous for the F508del mutation and healthy controls"
2319764524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","519 Reproducibility of two-dimensional and doppler echocardiography during exercise"
2026647484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","544 COMPARING THE VALIDITY AND REPRODUCIBILITY OF THREE RENAL TUMOR SCORING SYSTEMS: C-INDEX VS P.A.D.U.A. VS R.E.N.A.L."
2332146720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","558: Efficiency and reproducibility of computer-assisted fractional limb volume"
2320900215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","589 A PROSPECTIVE STUDY ON THE CONSISTENCY AND REPRODUCIBILITY OF UROFLOWMETRY STUDIES AND POST VOID RESIDUAL MEASUREMENTS AT A BLADDER VOLUME OF 50-100% ESTIMATED BLADDER CAPACITY IN CHILDREN"
2039783984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","643 WHAT ABOUT REPRODUCIBILITY OF DECISION MADE AT MULTIDISCIPLINARY TEAM MANAGEMENT"
2510861830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","707 Follow-up with MRI of rectal cancer treated by TEM: Recurrence detection and inter-observer reproducibility"
2608357851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OpenScience","","81. The OPTICS Project: Janssen Clinical Trial and NIH Data Together in an Open-Science Collaboration"
2140786112,0,0.008,0,0,0,0,0,0,0,0,0.008,0.016,0.048,0,0,"Reproducibility","Background and Aims Near infrared spectroscopy (NIRS) could be a valuable tool in the NICU, but implementation into standard clinical care has yet to been seen. Different absolute values and dynamics of different devices and poor reproducibility could be the cause. Present study is a comparison between the adult sensors of INVOS 5100C, FORE-SIGHT and NONIN EQUANOX 7600. Methods 10 repositionings on the same spot and 10 repostionings on slightly differing spots during steady state on the adult forearm followed by 6 cuff inflations to 250 mmHg and subsequent tissue deoxygenation. Reproducibility was estimated by the within-subject standard deviation, S w, and dynamic range by the difference between the pre- and post-cuff inflation rStO 2, ΔrStO 2. Results 10 adults participated. All with double skinfold less than 10 mm. Mean rStO 2 was 71.1% (CI 68.4–73.9%), 68.1% (CI 65.2–71.0%), and 65.1% (95% CI 63.3–67.0%) with INVOS, NONIN, and FORE-SIGHT, respectively. INVOS gave significantly higher values than FORE-SIGHT (p=0.003). All other differences were insignificant. Reproducibility of FORE-SIGHT was best, while the reproducibility of NONIN was worst (table 1). Same-site reproducibility and various-site reproducibility was equal. In pairwise comparisons ΔrStO 2 of NONIN, INVOS and FORE-SIGHT were significantly different (all p The signal-to-noise ratio, i.e., ΔrStO 2 /S w, was 17.6, 14.5, and 12.5 for FORE-SIGHT, INVOS and NONIN, respectively. Conclusion The different absolute values and dynamic ranges will make comparison of data collected with different devices difficult.","975 Peripheral Tissue Nirs Oximetry: Reproducibility and Dynamic Range of Invos 5100C, Nonin Equanox, and Fore-Sight"
1965240921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","996 Achalasia Subtypes: an Assessment of Inter- And Intra-Rater Reproducibility"
2145712245,0,0,0,0,0,0,0,0,0,0,0,0.0227272727272727,0.0227272727272727,0,0,"Reproducibility","Background
Three-dimensional finite element analysis (FEA) is effective in analyzing stress distributions around dental implants. However, FEA of living tissue involves many conditions, and the structures and behaviors are complex; thus, it is difficult to ensure the validity of the results. To verify reproducibility and validity, we embedded implants in experimental models and constructed FEA models; implant displacements were compared under various loading conditions.","A biomechanical investigation of mandibular molar implants: reproducibility and validity of a finite element analysis model."
2331626837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","A blueprint to boost reproducibility of results"
2752076851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","A Broad Scope of Prion Biochemical Assays and its Reproducibility, Utility and Applications"
2470085208,0,0.0136054421768707,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.00680272108843537,0,0.0136054421768707,0,0,0.00680272108843537,0,0,0,"OpenScience","Time is an important dimension of brain function, but little is yet known about the underlying cognitive principles and neurobiological mechanisms. The field of timing and time perception has witnessed tremendous growth and multidisciplinary interest in the recent years with the advent of modern neuroimaging and neurophysiological approaches. In this article, I used a data mining approach to analyze the timing literature published by a select group of researchers (n = 202) during the period 2000-2015 and highlight important reviews as well as empirical articles that meet the criterion of a minimum of 100 citations. The qualifying articles (n = 150) are listed in a table along with key details such as number of citations, names of authors, year and journal of publication as well as a short summary of the findings of each study. The results of such a data-driven approach to literature review not only serve as a useful resource to any researcher interested in timing, but also provides a means to evaluate key papers that have significantly influenced the field and summarize recent progress and popular research trends in the field. Additionally, such analyses provides food for thought about future scientific directions and raises important questions about improving organizational structures to boost open science and progress in the field. I discuss exciting avenues for future research that have the potential to significantly advance our understanding of the neurobiology of timing, and propose the establishment of a new society to promote open science and collaborative work within the highly diverse and multidisciplinary community of researchers in the field of timing and time perception.","A Citation-Based Analysis and Review of Significant Papers on Timing and Time Perception"
2110088203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reproducibility","","A Clinical Study on the Repeatability and Reproducibility of PortableRyodoraku Device"
2295119862,0,0,0.00980392156862745,0,0.00980392156862745,0,0,0.00980392156862745,0,0,0,0.00980392156862745,0.0588235294117647,0,0,"Reproducibility","Although a standard in natural science, reproducibility has been only episodically applied in experimental computer science. Scientific papers often present a large number of tables, plots and pictures that summarize the obtained results, but then loosely describe the steps taken to derive them. Not only can the methods and the implementation be complex, but also their configuration may require setting many parameters and/or depend on particular system configurations. While many researchers recognize the importance of reproducibility, the challenge of making it happen often outweigh the benefits. Fortunately, a plethora of reproducibility solutions have been recently designed and implemented by the community. In particular, packaging tools (e.g., ReproZip) and virtualization tools (e.g., Docker) are promising solutions towards facilitating reproducibility for both authors and reviewers. To address the incentive problem, we have implemented a new publication model for the Reproducibility Section of Information Systems Journal. In this section, authors submit a reproducibility paper that explains in detail the computational assets from a previous published manuscript in Information Systems.","A collaborative approach to computational reproducibility"
