AuthorNames,FoSNames,Year,DocType,DisplayName,Doi,OriginalTitle
Andrew A. Toole; Christophe Grimpe; Dirk Czarnitzki,public relations; open science; secrecy; extramural; economics; public disclosure,2015,Journal,Industrial and Corporate Change,10.1093/icc/dtu011,Delay and Secrecy: Does Industry Sponsorship Jeopardize Disclosure of Academic Research?
Hojka Kraigher; Tom Levanič; Maja Peteh; Tine Grebenc,electronic submission; scopus; scientific communication; publication; science technology and society; publishing; internationalization; engineering; open science; library science,2015,Conference,NA,10.14214/iwfsp.1435,Acta Silvae et Ligni
James L. Hench; Mike Harfoot; Joachim Claudet; Daniel M. Tartakovsky; Antoine Collin; Neo D. Martinez; Dawn Field; Alex Kosenkov; David J. Gavaghan; Russell J. Schmitt; Fernanda Valdvinos; Hunter S. Lenihan; James J. Leichter; George K. Roderick; Michael B. Bonsall; Antonios Magoulas; Ruth D. Gates; Matthias Troyer; Neil Davies; Alex Kusenko; Tony Dell; Benoit Stoll; Hinano Teavai Murphy; Billie J. Swalla; Rich Williams; Christopher P. Meyer; Charlotte Cabasse; Spencer A. Wood; Jennifer A. Dunne; Georgios Kotoulas; Slava Turyshev; Serge Planes; Véronique Berteaux; Linda A. Amaral Zettler; Patrick V. Kirch; John Deck; Marania Hopuare; Sally J. Holbrook; Hervé C. Bossin,sustainability; digital ecosystem; systems ecology; open science; systems biology; biocode; biodiversity; ecological systems theory; computer science; bioinformatics,2016,Journal,GigaScience,10.1186/s13742-016-0118-5,Simulating social-ecological systems: the Island Digital Ecosystem Avatars (IDEA) consortium
Wade C. Rowatt; Heinz Streib; Michiel van Elk,applied psychology; psychology; social psychology; open science,2017,Journal,International Journal for the Psychology of Religion,10.1080/10508619.2018.1402589,"Good Dog, Bad Dog: Introducing Open Science Badges"
Daniel MacLean,genomics; bioinformatics; crowdsourcing; open science; computational biology; biology; genetics; information dissemination; outreach; saccharomycetales; game developer,2013,Journal,eLife,10.7554/eLife.01294,Changing the rules of the game
Fiona Godlee,open science; reboxetine; nice; oseltamivir; pathology; medicine; transparency; public interest; clinical trial; drug; alternative medicine,2016,Journal,BMJ,10.1136/bmj.i1261,Data transparency is the only way
Malcolm P. Atkinson; Rafael Suarez; Joe Mambretti; Iraklis Klampanos; Walt Wells; Allison Heath; Christine Harvey; Kevin P. White; Heidi L. Alvarez; Ray Powell,open science; data science; software; open data; cloud computing; computer science; data intensive computing,2012,Conference,"arXiv: Computational Engineering, Finance, and Science",10.1109/SC.Companion.2012.127,The Design of a Community Science Cloud: The Open Science Data Cloud Perspective
Maria-Paz Ramos; Alexia Nunez-Parra,latin americans; open data; economic growth; alternative medicine; open science; science technology and society; constructive; government; medicine; public policy; developed country,2014,Journal,F1000Research,10.12688/f1000research.5287.1,Chile's dilemma: how to reinsert scientists trained abroad.
Joel West; Markus Perkmann,engineering management; management; open innovation; open science; engineering,2015,BookChapter,NA,10.7208/chicago/9780226178486.003.0002,Chapter 2. Open Science and Open Innovation: Sourcing Knowledge from Universities / Markus Perkmann and Joel West
Eric-Jan Wagenmakers; Josine Verhagen; Raoul P. P. P. Grasman; Sara van Erp,statistics; bayesian inference; computer science; prior probability; econometrics; bayes theorem; study heterogeneity; publication bias; open science; monte carlo method; meta analysis,2017,Journal,NA,10.5334/jopd.33,Estimates of between-study heterogeneity for 705 meta-analyses reported in Psychological Bulletin from 1990-2013
Carole A. Goble; Aleksandra Nenadic; Patricia M. Palagi; Eija Korpelainen; Diana Marek; Susanna-Assunta Sansone; Aleksandra Pawlik; Celia W. G. van Gelder; Philip Lijnzaad; John M. Hancock,alternative medicine; elixir; software; open science; systems engineering; carpentry; medicine,2017,Journal,F1000Research,10.12688/f1000research.11718.1,Developing a strategy for computational lab skills training through Software and Data Carpentry: Experiences from the ELIXIR Pilot action
Yaroslav O. Halchenko; Michael Hanke,open science; scientific progress; medicine; cognition; text mining; neuroscience; knowledge management; open data,2015,Journal,F1000Research,10.12688/f1000research.6229.1,A communication hub for a decentralized collaboration on studying real-life cognition.
Matthew Handy; Daniel Mandl; Zachary L. Flamig; Maria T. Patterson; Rob Clark; Yang Hong; Humberto Vergara; Jonathan J. Gourley; Stuart Frye,christian ministry; cloud computing; meteorology; hydrology; arid; flash flood; physics; decision support system; capacity building; open science; groundwater,2017,Journal,Bulletin of the American Meteorological Society,10.1175/BAMS-D-15-00130.1,Hydrological Modeling and Capacity Building in the Republic of Namibia
James Done; Simone Tilmes; Andrew J. Monaghan,environmental protection; open science; water resources; air quality index; developing country; geology; politics; climate change; climate model,2012,Journal,"Eos, Transactions American Geophysical Union",10.1029/2012EO140008,Addressing climate challenges in developing countries
Thomas J. Hacker; Anup Mohan; Gregory Rodgers,grid; default gateway; warehouse; computer science; earthquake engineering; computer engineering; data mining; operating system; cyberinfrastructure; server; open science; supercomputer,2013,Conference,NA,10.1145/2484762.2484784,Developing a high-volume batch submission system for earthquake engineering
Brian A. Nosek; D Daniël Lakens,open science; credibility; psychology; social psychology,2014,Journal,Social Psychology,10.1027/1864-9335/a000192,Registered Reports A Method to Increase the Credibility of Published Results
Christiana Soares de Freitas,open science; public domain; sociology; knowledge sharing; scientific communication; library science; social science,2014,Journal,Liinc em Revista,10.18617/liinc.v10i2.751,Controvérsias sobre Redes Abertas de Produção de Conhecimento e de Comunicação Científica │ Controversies on Knowledge Production and Scientific Communication Open Networks
Emily F. Oster; Ira Shoulson; Erin E. Wilhelm,surgery; guard; open science; property rights; confidentiality; knowledge management; public good; clinical research; data sharing; medicine,2014,Journal,JAMA,10.1001/jama.2014.850,Approaches and Costs for Sharing Clinical Research Data
Sabina Leonelli; Nadine Levin,open science; corporate governance; situated; sociology; social science; theory of forms; politics; openness to experience,2017,Journal,"Science, Technology, & Human Values",10.1177/0162243916672071,How Does One “Open” Science? Questions of Value in Biological Research
Nurul Islam; Aziza Sultana Rosy Sarkar; Aminul Hoque,anesthesiology; open data; medicine; open science; alternative medicine,2017,Journal,F1000Research,10.12688/f1000research.10810.1,Cause and age-related mortality trends in Bangladesh (2000-2008)
Astrid Orth; Birgit Schmidt,library science; engineering; management; open science,2015,Journal,NA,10.1515/iwp-2015-0029,Open Science lernen und lehren: FOSTER Portal stellt Materialien und Kurse bereit
Jonathan A. Tedds; Malcolm Newbury; Shajid Issa; Jeff Lusted; Robert C. Free; Nick Holden; Rebecca Wilson; Oliver Butters; Russ Parsloe; Paul R. Burton; Tim Beck,software engineering; open science; software; software as a service; alternative medicine; medicine,2016,Journal,F1000Research,10.12688/f1000research.8736.1,The Biomedical Research Infrastructure Software as a Service Kit (BRISSKit): technical description
Matthew P. Normand,design of experiments; variables; text mining; psychology; social psychology; experimental data; open science; repeated measures design; psychological research; replicate,2016,Journal,Frontiers in Psychology,10.3389/fpsyg.2016.00934,Less Is More: Psychologists Can Learn More by Studying Fewer People.
Laurence Collette; Jan Bogaerts; Corneel Coens,medicine; risk analysis; open data; clinical trial; alternative medicine; open science,2017,Journal,F1000Research,10.12688/f1000research.10503.1,Comment on the “TrialsTracker: Automated ongoing monitoring of failure to share clinical trial results by all major companies and research institutions”
Hilmar Lapp; Brad Chapman; Peter J. A. Cock; Nomi L. Harris; Heather L. Wiencko; Karsten Hokamp; Christopher J. Fields; Monica Munoz-Torres,open source software development; medicine; open data; software development; publishing; open science; special interest group; software; bioinformatics,2016,Journal,F1000Research,10.12688/f1000research.9663.1,The 2016 Bioinformatics Open Source Conference (BOSC).
Alf Game; Chris P. Ponting; John M. Hancock; Carole A. Goble,open data; medicine; open science; elixir; alternative medicine; computer network,2016,Journal,F1000Research,10.12688/f1000research.10473.2,An open and transparent process to select ELIXIR Node Services as implemented by ELIXIR-UK
Álvaro Pardo Álvarez; Gopal Bhatt; Dominique Charron; Christopher J. Duffy; Xuan Yu; Alain N. Rousseau,computer science; systems engineering; reusability; software; hydrology; documentation; earth system science; user experience design; open science; workflow; use case,2016,Journal,Earth and Space Science,10.1002/2015EA000155,Open science in practice: Learning integrated modeling of coupled surface-subsurface flow processes from scratch
Sabina Leonelli; Dagmara Weckowska; David Castle; Nadine Levin; John Dupré,psychological intervention; knowledge management; publishing; public relations; open science; peer pressure; content analysis; dissemination; political science,2017,Journal,Prometheus,10.1080/08109028.2017.1408289,Managing the transition to Open Access publishing: a psychological perspective
Jeremy K. M. Sanders,library science; computer science; paleontology; open science; operations research,2017,Journal,Royal Society Open Science,10.1098/rsos.170299,Reviewers in 2016
Krishna Ravi Srinivas,sociology; pluto; politics; media studies; open science; social science,2016,Journal,Public Understanding of Science,10.1177/0963662515619547,"Book Review: Alessandro Delfanti, Biohackers: The Politics of Open ScienceDelfantiAlessandroBiohackers: The Politics of Open Science. London: Pluto Press, 2013. 168 pp."
Alexander Walther; Jasper J. F. van den Bosch,data mining; communications protocol; social network; implementation; open science; scientific literature; computer science; text mining; transparency; web standards,2012,Journal,Frontiers in Computational Neuroscience,10.3389/fncom.2012.00032,FOSE: a framework for open science evaluation.
Aarthi Rao; Andrew I. Su; Aled M. Edwards; Matthew H. Todd; Hassan Masum; Barry A. Bunin; Benjamin M. Good; Leslie Chan; Philip E. Bourne; Zakir Thomas,bioinformatics; computer science; data science; gene wiki; open science; the internet; crowdsourcing; analogy; social web; source code; software,2013,Journal,PLOS Computational Biology,10.1371/journal.pcbi.1003244,Ten Simple Rules for Cultivating Open Science and Collaborative R&D
Carmen Sorrentino; Giorgio Scita; Andrea Boggio; David Hemenway; Andrea Ballabeni,medicine; public relations; alternative medicine; open data; public health; nudge theory; approved drug; bibliography; open science,2016,Journal,F1000Research,10.12688/f1000research.7683.1,Increasing the public health potential of basic research and the scientist satisfaction. An international survey of bioscientists.
Toby E. Stuart; Christopher C. Liu,economics; marketing; incentive; open science; resource allocation,2014,Journal,Research Policy,10.1016/j.respol.2014.04.013,Positions and rewards: : The allocation of resources within a science-based entrepreneurial firm
S Hayashi; R Quick; S Teige and,grid; network operations center; computer security; real time computing; software; computer science; alarm; open science,2012,Journal,NA,10.1088/1742-6596/396/3/032105,The event notification and alarm system for the Open Science Grid operations center
Daniel Mietchen; M. Fabiana Kubke; Gregor Hagedorn; Claudia Koltzenburg; Konrad U. Förstner,the internet; human computer interaction; workflow; computer science; open science,2011,Journal,Nature Precedings,10.1038/npre.2011.6066.1,Collaborative platforms for streamlining workflows in Open Science
Frank Rockhold,transparency; data sharing; open science; medicine; family medicine; pathology; alternative medicine; clinical research; data access,2017,Journal,Annals of Oncology,10.1093/annonc/mdx123,Statistical controversies in clinical research: data access and sharing—can we be more transparent about clinical research? Let’s do what’s right for patients
Christopher Foote; Simon Harold; Amye Kenall,entomology; open science; open data; biology; data sharing; evolutionary biology; ecology and evolutionary biology,2014,Journal,BMC Evolutionary Biology,10.1186/1471-2148-14-66,An open future for ecological and evolutionary data
Guillaume Mortamet; Guillaume Emeriaud; Nicolas Nardi; Laurence Ducharme-Crevier; Philippe Jouvet,open data; alternative medicine; anesthesiology; open science; medicine,2017,Journal,F1000Research,10.12688/f1000research.10408.1,Recent Advances in Pediatric Ventilatory Assistance
Bernd Pulverer,genetics; biology; community engagement; knowledge management; publishing; open science,2016,Journal,The EMBO Journal,10.15252/embj.201670030,Preparing for Preprints
Jeremy de Beer,open learning; engineering; open science; knowledge management; open data; open innovation; open education,2017,Journal,Social Science Research Network,10.2139/ssrn.3008675,"Open Innovation in Development: Integrating Theory and Practice Across Open Science, Open Education, and Open Data"
R.S. Dawe,anesthesiology; open data; open science; medicine; alternative medicine,2017,Journal,F1000Research,10.12688/f1000research.10101.1,An overview of the cutaneous porphyrias
Scott Chamberlain; Eduard Szöcs,use case; information retrieval; open data; workflow; bioinformatics; data collection; software; hierarchy; open science; biology,2013,Journal,F1000Research,10.12688/f1000research.2-191.v2,taxize: taxonomic search and retrieval in R
Barbara Zipser,library science; open data; medicine; open science; public engagement; literature; mainstream; applied research; text mining; publishing; open research,2017,Journal,NA,10.12688/wellcomeopenres.9991.2,Revisions of Theophanes Chrysobalantes De Curatione.
Ani Gerbin; Mateja Drnovsek,incentive; public policy; economics; marketing; open science; knowledge transfer; business sector; conceptual framework,2016,Journal,Journal of Technology Transfer,10.1007/s10961-015-9457-0,Determinants and public policy implications of academic-industry knowledge transfer in life sciences: a review and a conceptual framework
Robin Mansell,corporate governance; social problem solving; crowdsourcing; social science; sociology; knowledge management; open science,2014,Journal,Liinc em Revista,10.18617/liinc.v10i2.750,Open Collaboration for Social Problem Solving: Converging or Diverging Norms of Governance Authority? │ Colaboração aberta para a solução de problemas sociais: normas de autoridade de governança convergentes ou divergentes?
Florian Naudet; Alain Braillon,trustworthiness; medicine; clinical psychology; harm; psychiatry; open science; clinical trial; adverse effect; opinion leadership,2017,Journal,European Neuropsychopharmacology,10.1016/j.euroneuro.2016.11.009,Bias in the reporting of harms in clinical trials of second-generation antidepressants: The tip of the iceberg?
I. Sfiligoi; B. Holzman; Krista Larson; Anthony Tiradani; Mats Rynge; Parag Mhashilkar,management system; workflow; cloud computing; distributed computing; computer science; big data; workload; open science; architecture; batch processing,2014,Journal,NA,10.1088/1742-6596/513/3/032069,Cloud Bursting with GlideinWMS: Means to satisfy ever increasing computing needs for Scientific Workflows
Riitta Koikkalainen,publication; metadata; best practice; publishing; public relations; political science; transaction cost; management; negotiation; subsidy; open science,2016,Journal,NA,10.7557/5.3974,Kotilava – Finnish academic journals towards immediate Open Access
John Kitcheners Sakaluk,psychology; open science; social psychology; argument; social science,2016,Journal,Canadian Journal of Human Sexuality,10.3138/cjhs.251-CO1,Promoting replicable sexual science: A methodological review and call for metascience
Mikhail Popov,engineering; open science; voucher; library science,2016,Journal,NA,10.7557/5.3945,Insight and Outlook – A Review of the Royal Society of Chemistry’s Open Access Program
Dan Fraser; David Swanson; B. Bockelman; Derek Weitzel,computer engineering; bridging; cyberinfrastructure; engineering; grid; open science; simulation; authentication,2012,Journal,NA,10.1088/1742-6596/396/3/032116,Campus grids: Bringing additional computational resources to HEP researchers
Virginie Grondin; Nathalie Cheviron; Christian Mougin,ecotoxicology; open science; information system; agricultural science; standardization; engineering; land use; environmental engineering,2017,Journal,Environmental Science and Pollution Research,10.1007/s11356-017-8973-x,Biochem-Env: a platform of biochemistry for research in environmental and agricultural sciences
Pierre de Buyl; Marcel Stimberg; Joseph Stachelek; Andrew P. Davison; Federico Vaggi; Mehdi Khamassi; Frank Stollmeier; Xavier Hinaut; Etienne B. Roesch; Roman Yurchak; Tiziano Zito; Tiina Manninen; Yoav Ram; Lorena A. Barba; Benoît Girard; Frédéric Alexandre; Mg Hall; Guillaume Viejo; Kamil S. Jaron; Cyrille Rossant; Fabien C. Y. Benureau; Timothée Poisot; Owen L. Petchey; Julien Vitay; Christoph Metzner; Nicolas P. Rougier; Hans Ekkehard Plesser; Thomas Arildsen; Alexandra K. Diem; Anya Vostinar; Damien Drix; Daniel J. McGlinn; Vahid Rostami; Pietro Marchesi; Rafael Neto Henriques; Konrad Hinsen; Georgios Detorakis; Pierre Enel; Karthik Ram; Aaron R. Shifman; Olivia Guest; Marc-André Delsuc; Ozan Çağlayan; C. Titus Brown; Almar Klein,publishing; implementation; open science; software; scholarship; computer science; data mining; workflow; source code; computational science,2017,Journal,PeerJ,10.7717/peerj-cs.142,Sustainable computational science: the ReScience initiative
Matthias Schörghuber; Michela Vignoli; Oliver Zendel,constructive; engineering; openup; delegation; knowledge management; schema; dissemination; work package; management science; incentive; open science,2016,Journal,NA,10.7557/5.3975,OpenUP’s Open Science Pilots. Designing innovative peer review and dissemination pilot studies
Catriona MacCallum,computer science; publishing; computational biology; open science,2016,Conference,NA,10.1603/ICE.2016.95521,Open Science: A publishing perspective from PLOS
Samira Abdulai-Saiku; Ajai Vyas; Rupshi Mitra; Akshaya Hegde,anesthesiology; open science; neuroscience; biology; open data; anxiety,2017,Journal,F1000Research,10.12688/f1000research.13171.2,Effects of stress or infection on rat behavior show robust reversals due to environmental disturbance
Beate Eellend; Jonas Gilbert,appropriation; higher education; publishing; publication; government; incentive; open science; political science; public relations,2016,Journal,NA,10.7557/5.3866,What’s in the pipeline for open access in Sweden? Progress report from a national and institutional perspective
Françoise Gourmelon; Matthieu Noucher; Nathalie Pinède; Karel Soumagnac-Colin,media studies; ethnology; open data; open science; sociology,2017,Journal,Revue Française des Sciences de l’Information et de la Communication,10.4000/rfsic.3200,De l’open data à l’open science : retour réflexif sur les méthodes et pratiques d’une recherche sur les données géographiques
José-Félix Lozano; Irene Monsonís-Payá; Mónica García-Melón,environmental resource management; public engagement; science education; management science; responsible research and innovation; analytic hierarchy process; economics; sustainability science; open science; commission; corporate governance,2017,Journal,Sustainability,10.3390/su9122168,Indicators for Responsible Research and Innovation: A Methodological Proposal for Context-Based Weighting
Simon Hodson,crystallography; chemistry; medicinal chemistry; open science,2017,Journal,Acta Crystallographica Section A,10.1107/S010876731709907X,Open Science and Research Data policy mandates and requirements on Principal Investigators (PIs)
Michael A. Peters,pedagogy; commercialization; education policy; creativity; knowledge economy; open science; sociology; openness to experience; higher education; open education; social science,2010,Journal,British Journal of Educational Studies,10.1080/00071000903516452,"Three Forms of the Knowledge Economy: Learning, Creativity and Openness"
Paul Enck; Sigrid Elsenbruch,open data; medicine; anesthesiology; physiology; open science,2017,Journal,F1000Research,10.12688/f1000research.12435.1,The stress concept in gastroenterology: from Selye to today
Valentina Dominici; Marco Capocasa; Paolo Anagnostou; Flavio D'Abramo; Fabrizio Rufo; Giulia Matteucci; Giovanni Destro Bisol,ecology; open science; social environment; research ethics; knowledge management; data sharing; legislation; bioinformatics; medicine; biorepository; permission; biobank,2016,Journal,PeerJ,10.7717/peerj.1613,Samples and data accessibility in research biobanks: an explorative survey
Thomas Kuhn; Egon L. Willighagen; Christoph Steinbeck; Achim Zielesny,computer science; drug discovery; software; workflow; chemical markup language; open science; information and computer science; user interface; bioinformatics; cheminformatics,2010,Journal,BMC Bioinformatics,10.1186/1471-2105-11-159,CDK-Taverna: an open workflow environment for cheminformatics
Simon J. E. Taylor; Bruce Becker; Thomas Monks; Christine S. M. Currie; Anastasia Anagnostou; Adedeji O. Fabiyi; Roberto Barbera,modeling and simulation; scientific method; open science; management science; computer science; systems engineering; checklist; software; identifier,2017,Conference,NA,10.1109/WSC.2017.8247813,Open science: Approaches and benefits for modeling & simulation
Svein Ole Borgen; Bernt Aarset,institutional theory; battle; aquaculture; norwegian; agriculture; fishery; ecology; biology; trout; open science; international trade; animal husbandry,2015,Journal,Aquaculture,10.1016/j.aquaculture.2015.04.016,The battle of the eyed egg: Critical junctures and the control of genes in Norwegian salmon farming
Tanja Vienonen; Esa-Pekka Keskitalo,library science; government; service provider; open science; interoperability; metadata; data management; linked data; engineering; knowledge management; institutional repository,2016,Journal,NA,10.7557/5.3973,Open Science: Reinventing the Librarianship
James A. Triccas; Katrina A. Badiola; Diana H. Quan; Matthew H. Todd,experimental data; bioinformatics; open science; mycobacterium tuberculosis; pharmacology; drug development; medicine; tuberculosis,2014,Journal,PLOS ONE,10.1371/journal.pone.0111782,Efficient Synthesis and Anti-Tubercular Activity of a Series of Spirocycles: An Exercise in Open Science
Jelte; C.H.J. Hartgerink,normative; computer science; research ethics; fabrication; cell biology; scientific misconduct; open science; management science; audit; misconduct; epistemology; research design,2016,Journal,ScienceOpen Research,10.14293/S2199-1006.1.SOR-SOCSCI.ARYSBI.v1,Research practices and assessment of research misconduct
Jean-Karim Hériché; Neil Chue Hong; Konrad U. Förstner; Camille Scott; Michael Markie; Bruno Vieira; Teresa K. Attwood; Robert Davey; Martin Dahlö; Jelena Aleksic; Maria Victoria Schneider; Adrian Alexa; Daniel MacLean; Jenny Molloy; Richard Smith-Unna; Holger Dinkel; Ivo Grigorov; Leo Lahti,rigour; open science; management science; emerging technologies; medicine; alternative medicine; societal impact of nanotechnology; open data; manifesto; oath; scientific method,2014,Journal,F1000Research,10.12688/f1000research.5686.2,An Open Science Peer Review Oath
Doreen Siegfried,art; open science; library science,2017,Journal,NA,10.15358/0340-1650-2017-7-8-54,Open Science: Das neue Gold von Wissenschaft sind Forschungsdaten
Max Liboiron; Shannon Dosemagen; Jenny Molloy,personalization; community building; reuse; proprietary hardware; discipline; citizen science; engineering; open science; computer hardware; supply chain,2017,Journal,NA,10.5334/joh.5,Gathering for Open Science Hardware 2016
Kai Sassenberg; Adam K. Fetterman,social research; worry; replicate; feeling; reputation; medicine; social psychology; open science; social media; interpersonal relationship,2015,Journal,PLOS ONE,10.1371/journal.pone.0143723,The Reputational Consequences of Failed Replications and Wrongness Admission among Scientists
Andrew M. Collings; Federico Vaggi; Marco Giordan; Attila Csikász-Nagy,workload; publishing; medicine; citation; scopus; alternative medicine; peer review; open data; information retrieval; open science,2016,Journal,F1000Research,10.12688/f1000research.8452.1,The effects of an editor serving as one of the reviewers during the peer-review process
Joseph Stachelek; Jeffrey W. Hollister,physiology; open data; preprint; medicine; open science; anesthesiology; computational biology,2017,Journal,F1000Research,10.12688/f1000research.12512.1,lakemorpho : Calculating lake morphometry metrics in R
Michael Smit; Lee Wilson; Adrienne Colborne,chaotic; complex systems; fidelity; best practice; experiential learning; open science; competence; knowledge management; computer science; data mining,2017,Conference,NA,10.1109/BigData.2017.8258412,"Preparing data managers to support open ocean science: Required competencies, assessed gaps, and the role of experiential learning"
Aaron Halfaker; R. Stuart Geiger,management science; peer production; computer science; open science; data collection; heuristics; operationalization; corporate governance; software agent; scholarship,2017,Journal,NA,10.1145/3134684,Operationalizing Conflict and Cooperation between Automated Software Agents in Wikipedia: A Replication and Expansion of 'Even Good Bots Fight'
Olivier Taboureau; Cristian G. Bologa; Tudor I. Oprea,bioinformatics; computer science; worst case scenario; open science; systems biology; cheminformatics; futures contract; text processing,2012,Journal,Journal of Computer-aided Molecular Design,10.1007/s10822-011-9535-9,Of possible cheminformatics futures
Luís M. A. Bettencourt; Desmond J. Higham; Danica Vukadinovic Greetham; Peter Grindrod; Michael Batty,crowdsourcing; analytics; computer science; open science; data science; interdisciplinarity,2017,Journal,Royal Society Open Science,10.1098/rsos.161063,An overview of City Analytics
Giuseppe De Nicolao; Alberto Baccini,open science; sociology; social science; research assessment exercise; meta analysis; bibliometrics; data mining,2016,Journal,Scientometrics,10.1007/s11192-016-2055-6,Reply to the comment of Bertocchi et al.
Ida Madieha Abdul Ghani Azmi; Rokiah Alavi,economics; open science; government; natural rubber; economic growth; industrialisation,2013,Journal,"International journal trade, economics and finance",10.7763/IJTEF.2013.V4.275,"Public Research, Open Science and Innovation: Creating the Path for Sustainable Resource-Led Industrialisation in Malaysia"
Aileen Oeberst; Stefan Stürmer; Roman Trötschel; Oliver Decker,incentive; social psychology; psychology; open science; perception,2017,Journal,Social Psychology,10.1027/1864-9335/a000324,"Early-Career Researchers’ Perceptions of the Prevalence of Questionable Research Practices, Potential Causes, and Open Science"
Zosia Kmietowicz,pathology; clinical trial; alternative medicine; open science; medicine; iliac crest; spinal fusion; bone morphogenetic protein 2; open data; yoda,2013,Journal,BMJ,10.1136/bmj.f3909,First reviews are published that are based on the “totality of the evidence”
Maarten Mennes; Bharat B. Biswal; F. Xavier Castellanos; Michael P. Milham,open science; knowledge management; data sharing; grassroots; neuroinformatics; health informatics; informatics; data aggregator; functional neuroimaging; computer science,2013,Journal,NeuroImage,10.1016/j.neuroimage.2012.10.064,Making data sharing work: The FCP/INDI experience
David J. Leffell; Mariam B. Totonchy,neuroscience; open data; basal cell carcinoma; biology; open science; vismodegib,2017,Journal,F1000Research,10.12688/f1000research.11314.1,Emerging concepts and recent advances in basal cell carcinoma
MaryAnne M. Gobble,e science; science technology and society; big data; open science; alliance; government; economics; data sharing; public relations; open data; management; marketing,2016,Journal,Research-technology Management,10.1080/08956308.2016.1117279,News and Analysis of the Global Innovation Scene
Ida Madieha Abdul Ghani Azmi; Rokiah Alavi,public domain; open innovation; knowledge transfer; emerging technologies; commercialization; public relations; value chain; economics; management; government; open science,2013,Journal,World Patent Information,10.1016/j.wpi.2013.03.005,Patents and the practice of open science among government research institutes in Malaysia: The case of Malaysian Rubber Board
Barend Mons; Mark D. Wilkinson; Michel Dumontier; Luiz Olavo Bonino da Silva Santos; Jan Velterop; Cameron Neylon,cloud computing; management science; open science; guiding principles; engineering,2017,Journal,Information services & use,10.3233/ISU-170824,"Cloudy, increasingly FAIR; revisiting the FAIR Data guiding principles for the European Open Science Cloud"
Leigh Ann Vaughn,bridging; regulatory focus theory; psychology; open science; exploratory research; self determination theory; social psychology,2017,Journal,Personality and Social Psychology Bulletin,10.5334/jopd.30,Foundational Tests of the Need-Support Model: A Framework for Bridging Regulatory Focus Theory and Self-Determination Theory
