AuthorNames,FoSNames,Year,DocType,DisplayName,Doi,OriginalTitle
Martin Lodge; Arman Rahmim; Rick Wray; Rathan M. Subramaniam; Sara Sheikhbahaei; Charles Marcus,medical physics; pet ct; reproducibility; pathology; radiology; medicine; point spread function,2015,Journal,Nuclear Medicine Communications,10.1097/MNM.0000000000000445,Impact of point spread function reconstruction on quantitative 18F-FDG-PET/CT imaging parameters and inter-reader reproducibility in solid tumors.
Andy J. Scally; Brendan T. Barrett; Paul Adler,accommodation; surgery; medicine; pediatrics; physical therapy; reproducibility,2013,Journal,British Journal of Ophthalmology,10.1136/bjophthalmol-2012-302348,Test–retest reproducibility of accommodation measurements gathered in an unselected sample of UK primary school children
Wolfgang Sickenberger; Julia Wittekind; Sebastian Marx,optics; reproducibility; infrared; medicine,2012,Journal,Contact Lens and Anterior Eye,10.1016/j.clae.2012.08.101,"Study determining the reproducibility of the non-invasive break-up time by corneal topographer (NIK-BUT) method for infrared, red and white illumination"
Carlo F. M. Carobbi; Danilo Izzo,enclosure; electronic engineering; engineering; reproducibility; data set; electrical engineering; measurement uncertainty; test method; standard deviation,2017,Conference,NA,10.1109/ISEMC.2017.8077841,Reproducibility of CISPR 25 alse test method
Sylvain Bolszak; Nicola A. Maffiuletti; Nicola C. Casartelli; Franco M. Impellizzeri,physical activity level; physical therapy; intraclass correlation; medicine; standard error; pearson product moment correlation coefficient; confidence interval; reproducibility; construct validity; sample size determination,2015,Journal,Physical Therapy,10.2522/ptj.20130557,Reproducibility and Validity of the Physical Activity Scale for the Elderly (PASE) Questionnaire in Patients After Total Hip Arthroplasty
Jorge-Andrés Restrepo; Teresa Bastante-Valiente; Javier Cuesta; Fernando Rivero-Crespo; Amparo Benedicto; Guillermo Diego-Nieto; Fernando Alfonso,medicine; cardiology; reproducibility; internal medicine,2014,Journal,Journal of the American College of Cardiology,10.1016/j.jacc.2014.07.373,TCT-327 Reproducibility Assessment of Different Functional Intracoronary Diagnostic Techniques
Ahmed Aldahdooh; Enrico Masala; Glenn Van Wallendael; Marcus Barkowsky,reproducibility; software; database; coding; computer science; modularity; conceptual framework; theoretical computer science; modular design; data mining; video quality,2017,Journal,SoftwareX,10.1016/j.softx.2017.09.004,Reproducible research framework for objective video quality measures using a large-scale database approach
Roger D. Peng,data access; reproducibility; analytical skill; counterattack; statistics education; data science; computer science,2015,Journal,Significance,10.1111/j.1740-9713.2015.00827.x,The reproducibility crisis in science: A statistical counterattack
Shan Zhao; Jaroslaw Drelich; Patrick K. Bowen; Timothy James Scarlett,forensic engineering; composite material; materials science; ceramic; analytical chemistry; reproducibility,2015,Journal,Journal of the American Ceramic Society,10.1111/jace.13745,Reproducibility in Rehydroxylation of Ceramic Artifacts
Wolfgang Dekant,biology; hazard analysis; toxicology; reproducibility,2016,Journal,Toxicology Letters,10.1016/j.toxlet.2016.09.001,"Toxicology and the reproducibility crisis: Scientific publishing, hazard assessment and risk characterization."
Ryan A. Harris,physical therapy; internal medicine; reproducibility; medicine; endocrinology; diabetes mellitus,2010,Journal,European Journal of Applied Physiology,10.1007/s00421-009-1343-8,"FMD, reproducibility, and acute exercise in the obese: are the results confounded?"
Nicolás Garrido; Nuria Bosch; David Blesa; Maria Ruiz-Alonso; Carlos Simón; Patricia Díaz-Gimeno; Pilar Alamá; A. Pellicer; J.A. Martínez-Conejero,concordance; prospective cohort study; medicine; training set; m 2; cycling; obstetrics; reproducibility,2013,Journal,Fertility and Sterility,10.1016/j.fertnstert.2012.09.046,The accuracy and reproducibility of the endometrial receptivity array is superior to histology as a diagnostic method for endometrial receptivity
R. Uijlenhoet; P. J. J. F. Torfs; Lieke Melsen; Adriaan J. Teuling,reproducibility; hydrology; repeatability; geology; operations research,2017,Journal,Water Resources Research,10.1002/2016WR020208,"Comment on “Most computational hydrology is not reproducible, so is it really science?” by Christopher Hutton et al."
Masami Hirata; Shinya Kojima; Eiko Ueno; Hiroyuki Shinohara,phase correlation; medicine; artificial intelligence; magnetic resonance imaging; computer vision; medical prescription; reproducibility; radiology,2013,Journal,Radiological Physics and Technology,10.1007/s12194-013-0211-8,Reproducibility of scan prescription in follow-up brain MRI: manual versus automatic determination
Carl G Rowbottom; D. Kelly; A. Willett; M. Gilmore,reproducibility; medicine; radiology; medical physics,2016,Journal,Radiotherapy and Oncology,10.1016/S0167-8140(16)32066-7,PO-0816: Sensitivity and reproducibility of the portal imaging panel for routine FFF QC measurements
Stephen M. Hewitt,biophysics; biology; molecular biology; reproducibility,2016,Journal,Journal of Histochemistry and Cytochemistry,10.1369/0022155416636547,Reproducibility It Is Just Good Science
Roseane Sampaio Moreira Barbosa; Patrícia Henriques; Haydée Serrão Lanzillotti,replicate; food science; medicine; meal; reproducibility,2014,Journal,NA,10.4067/S0717-75182014000100010,Reproducibility study of the meal quality index
Libor Necas; G. Labek; R. Hochgatterer; L. Iovanescu; C. Delaunay,arthroplasty; medline; surgery; reproducibility; medicine,2013,Journal,Orthopaedics & Traumatology-surgery & Research,10.1016/j.otsr.2013.02.001,Quality and reproducibility of French publications on total hip arthroplasty
Satomi Kawamoto; Hong Lai; Elliot K. Fishman; Sameer Ahmed; Stefan L. Zimmerman; Pamela T. Johnson; Karen M. Horton,ascending aorta; aneurysm; internal medicine; reproducibility; aortic aneurysm; repeatability; radiology; cardiology; medicine; spearman s rank correlation coefficient; aorta,2014,Journal,Journal of Cardiovascular Computed Tomography,10.1016/j.jcct.2013.12.009,MDCT interpretation of the ascending aorta with semiautomated measurement software: Improved reproducibility compared with manual techniques
Kaiyue Tian; Zili Li; Qianqian Li; Xiao-Jing Liu; Wang X; Xing Wang,reproducibility; orthognathic surgery; ruler; medicine; orthodontics; occlusion,2015,Journal,American Journal of Orthodontics and Dentofacial Orthopedics,10.1016/j.ajodo.2015.05.017,Reproducibility of natural head position in normal Chinese people.
Minako Nabeshima; Yukitaka Ohashi; Tomohiko Ihara; Youhei Yamakawa; Yukihiro Kikegawa; Yuya Takane; Eriya Tokutake,solar irradiance; atmospheric sciences; electricity; weather forecasting; meteorology; environmental science; reproducibility,2017,Journal,Journal of Japan Society of Civil Engineers,10.2208/jscejer.73.57,VALIDATION OF A NUMERICAL URBAN WEATHER FORECASTING MODEL COUPLED WITH A BUILDING ENERGY MODEL IN TERMS OF THE REPRODUCIBILITY OF SOLAR IRRADIANCE AND ELECTRICITY DEMAND
Anna Scaglione,management science; pattern recognition; computer science; surprise; software; reproducibility; artificial intelligence,2012,Journal,IEEE Signal Processing Letters,10.1109/LSP.2011.2179129,A few words from the new Editor-in-Chief
Mark E. Ladd; Oliver Kraff; Robert Trampel; David G. Norris; Astrid Wollrab; Oliver Speck; Simon Robinson; Moritz C. Berger; Maximilian N. Voelker; Tony Stöcker; Wolfgang Bogner; Christopher J. Wiggins; Oliver Weinberger; Daniel Brenner; Harald H. Quick; Thoralf Niendorf,medicine; radiology; neuroimaging; reproducibility; magnetic resonance imaging; nuclear magnetic resonance,2016,Journal,Magnetic Resonance Materials in Physics Biology and Medicine,10.1007/s10334-016-0541-8,The traveling heads: multicenter brain imaging at 7 Tesla.
Kian Kok Ong; Si Ping Zhao; Z. Q. Mo; Yun Wang,relative standard deviation; analytical chemistry; materials science; reproducibility,2017,Conference,NA,10.1109/IPFA.2017.8060158,Reproducibility of implanted dosage measurement with CAMECA Wf
Kaori Togashi; Yasutaka Fushimi; Tomohisa Okada; Tsutomu Okada; Aki Kido; Koji Fujimoto; Takuya Hinoda; Chunlei Liu; Akira Yamamoto,medicine; ethics committee; pathology; statistics; reproducibility; quantitative susceptibility mapping; radiology,2015,Journal,Investigative Radiology,10.1097/RLI.0000000000000159,Quantitative Susceptibility Mapping at 3 T and 1.5 T: Evaluation of Consistency and Reproducibility.
Giampiero Moretti,aura; reproducibility; aesthetics; philosophy; mythology; epistemology,2013,Journal,Rivista di Estetica,10.4000/estetica.1613,Nimbus. Nota sulla questione dell’«aura» in Ludwig Klages
Richard Kunert,publication bias; reproducibility; reproducibility project; psychology; replicate; false positive paradox; social psychology,2016,Journal,Psychonomic Bulletin & Review,10.3758/s13423-016-1030-9,Internal conceptual replications do not increase independent replication success
Vivian Siegel,immunology; biology; management science; reproducibility,2011,Journal,Disease Models & Mechanisms,10.1242/dmm.008037,Reproducibility in research
Siri Isaksson; Yiling Chen; Magnus Johannesson; Anna Dreber; Brad Wilson; Johan Almenberg; Brian A. Nosek; Thomas Pfeiffer,reproducibility; computer science; econometrics; scientific method; reproducibility project; replicate; economic cost; data mining,2015,Journal,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1516179112,Using prediction markets to estimate the reproducibility of scientific research
Ahmad Al Jaghsi; Reiner Biffar; Torsten Mundt,standardization; standard error; confidence interval; orthodontics; standard operating procedure; intraclass correlation; statistics; observational error; reproducibility; biological engineering; clinical research; materials science,2017,Journal,International Journal of Prosthodontics,10.11607/ijp.5253,Reproducibility of a New Computerized Planimetric Method for the Measurement and Assessment of Removable Dental Prostheses Plaque
Hua He,the arts; handicraft; humanities; reproducibility; art; ethnic group; customs; beauty,2016,Conference,NA,10.2991/icesame-16.2016.137,Study of Primitive and Reproducibility of Arts and Crafts
Dermot Gorman; Maeve Masterson; Louise Bowden; Seán Cournane; Colin Walsh,medical physics; repeatability; reproducibility; medicine; siemens; nuclear medicine; mammography; optical transfer function; detective quantum efficiency; confidence interval,2017,Journal,Physica Medica,10.1016/j.ejmp.2017.05.034,"Repeatability and reproducibility of MTF, NPS and DQE in Full Field Mammography for baseline setting"
Werner A. Stahel,reproducibility; analytical chemistry; computer science,2016,BookChapter,NA,10.1002/9781118865064.ch5,Statistical Issues in Reproducibility
Else Marie Bartels; Eva Elisabet Ejlersen Wæhrens; Henning Bliddal; Christian K Pedersen; Robin Christensen; Andrew P Garrow; Bente Danneskiold-Samsøe,intraclass correlation; reproducibility; physical therapy; medicine; danish; construct validity; visual analogue scale,2013,Journal,Pain Research and Treatment,10.1155/2013/284903,Development of a Danish Language Version of the Manchester Foot Pain and Disability Index: Reproducibility and Construct Validity Testing
Leah R. Jager; Jeffrey T. Leek,medical findings; reproducibility; meta analysis; computer science; data science; underpinning; data mining; scientific literature,2017,Journal,bioRxiv,10.1146/annurev-statistics-060116-054104,Is Most Published Research Really False
Yukitaka Minesaki,reproducibility; astrophysics; regularization; special case; physics; orbit; periodic graph; equilateral triangle,2014,Journal,The Astronomical Journal,10.1088/0004-6256/149/1/20,Discrete restricted four-body problem: Existence of proof of equilibria and reproducibility of periodic orbits
Khairil Amir Sayuti; Gan Hong-Seng; Ahmad Helmy Abdul Karim,observer; reproducibility; random walk; computer vision; osteoarthritis; cartilage; materials science; artificial intelligence,2017,Journal,Bio-medical Materials and Engineering,10.3233/BME-171658,Investigation of random walks knee cartilage segmentation model using inter-observer reproducibility: Data from the osteoarthritis initiative
Gary W. Miller,medicinal chemistry; internal medicine; reproducibility; biology; endocrinology,2014,Journal,Toxicological Sciences,10.1093/toxsci/kfu050,Improving Reproducibility in Toxicology
Anjali Sharma; Monika Tomar; Punit Tyagi; Vinay Gupta,reproducibility; control engineering; catalysis; liquefied petroleum gas; composite material; forensic engineering; engineering; thin film,2014,Journal,Advanced Science Letters,10.1166/asl.2014.5472,Reliability and Reproducibility Study on Hand-Held Liquefied Petroleum Gas Sensors Based on Sputtered SnO2 Thin Film and Micro-Heater Using Pt Catalyst
Linda Snodgrass; Diane Langemo; James G. Spahn,medicine; ruler; equivalence; confidence interval; reproducibility; statistics,2015,Journal,Advances in Skin & Wound Care,10.1097/01.ASW.0000465900.04721.18,Accuracy and Reproducibility of the Wound Shape Measuring and Monitoring System.
Frank T. Krell,reproducibility; taxonomy; bioinformatics; biology,2016,Journal,Nature,10.1038/539168b,Taxonomy: Preserve specimens for reproducibility
Kin'ya Takahashi; Chisato Susaki; Saya Goya; Kana Goya,reproducibility; classical mechanics; fourier transform; physics; oscillation; matrix; optics; cylinder; propagator,2013,Conference,Journal of the Acoustical Society of America,10.1121/1.4806227,Numerical reproducibility of time-dependent motions of spatial waves in air-columns of wind instruments
Brad Picha; Thomas M. Vondriska; Matthew Thompson,biological engineering; medical research; reproducibility; medicine,2012,Journal,Nature,10.1038/485041d,Preclinical trials: Keep 'reproducibility' in context
S. E. Verozubov; V. Ya. Smirnov,statistics; mathematics; conversion factor; reproducibility; pulse pressure; pulse duration,2011,Journal,Measurement Techniques,10.1007/s11018-011-9664-5,Results of comparisons of GET 131–81 variable pressure standard instruments
Kenji Kashima; Daisuke Inoue,computer science; reproducibility; control engineering; control system,2014,Journal,Journal of the Society of Instrument and Control Engineers,10.9746/sicetr.50.712,Simultaneous Use of Whitening Effect and Non-reproducibility of Stochastic Noise in Networked Control Systems
Bas Habets; Robert van Cingel; Raymond Ostelo,intraclass correlation; observational error; standard error; reproducibility; medicine; supine position; motor control; physical therapy,2015,Journal,Physical Therapy in Sport,10.1016/j.ptsp.2015.02.004,Reproducibility of a battery of commonly used clinical tests to evaluate lumbopelvic motor control
Marcio Luiz Escorcio-Bezerra; Nadia Iandoli de Oliveira Braga; Gilberto Mastrocola Manzano; Acary Souza Bulle Oliveira,reproducibility; motor unit; coefficient of variation; amyotrophic lateral sclerosis; intraclass correlation; diabetes mellitus; medicine,2017,Journal,Muscle & Nerve,10.1002/mus.25260,Improving the reproducibility of motor unit number index
Oscar H. Del Brutto; Javier A. Bustos; Hector H. Garcia,immunology; pathology; neurocysticercosis; biology; reproducibility,2017,Journal,American Journal of Tropical Medicine and Hygiene,10.4269/ajtmh.17-0724b,Reproducibility of Diagnostic Criteria for Ventricular Neurocysticercosis
Takumi Nakagawa; Shozo Itoh; Toshiki Miura; Hiroyuki Oka; Kozo Nakamura,surgery; medicine; thumb; intraclass correlation; anatomy; index finger; reproducibility,2010,Journal,Hand Surgery,10.1142/S0218810410004461,REPRODUCIBILITY OF MEASUREMENTS OF THUMB ABDUCTION
Dipankar Home; Alok Kumar Pan,theoretical physics; quantum hall effect; quantum contextuality; mach zehnder interferometer; quantum mechanics; kochen specker theorem; physics; reproducibility,2010,Journal,Physics Letters A,10.1016/j.physleta.2009.12.075,Reply to “Comment on ‘Contextuality within quantum mechanics manifested in subensemble mean values’ [Phys. Lett. A 373 (2009) 3430]” [Phys. Lett. A 374 (2010) 1397]
Jeffrey R. Stevens,reproducibility; psychology; comparative psychology; social psychology,2017,Journal,Frontiers in Psychology,10.3389/fpsyg.2017.00862,Replicability and Reproducibility in Comparative Psychology
Vicky Goh; Martin O. Leach; Tobias Schaeffter,medicine; clinical practice; radiology; reproducibility; medical physics; magnetic resonance imaging,2013,Journal,Radiology,10.1148/radiol.12122447,Reproducibility of Dynamic Contrast-enhanced MR Imaging: Why We Should Care
J.A. Perks; Jing Cui; Allen M. Chen; A.L. Michaud; Arta M. Monjazeb; Megan E. Daly; Jyoti Mayadev; Ruben Fragoso,radiology; medicine; cancer; reproducibility,2012,Journal,International Journal of Radiation Oncology Biology Physics,10.1016/j.ijrobp.2012.07.1993,A Retrospective Analysis of Setup Reproducibility for Anorectal Cancer Patients Treated Prone on a Belly Board
Yasuharu Watanabe; Masato Yamamoto; Hiroshi Hayakawa; Tomonori Shimada,reproducibility; geology; analytical chemistry,2012,Journal,Journal of Japan Society of Civil Engineers,10.2208/jscejhe.68.I_1123,REPRODUCIBILITY OF THE HYDRAULIC EXPERIMENTS ON OVERFLOW-INDUCED COLLAPSE BY THE DIFFERENT SCALES
Christoph Sommer; Falko Dressler; Stefan Joerer,reproducibility; comparability; computer science; computer network; market research; simulation modeling,2012,Journal,IEEE Communications Magazine,10.1109/MCOM.2012.6316780,Toward reproducibility and comparability of IVC simulation studies: a literature survey
Jay J. Van Bavel; Diego A. Reinero; Peter Mende-Siedlecki; William J. Brady,psychology; statistical power; reproducibility project; social psychology; reproducibility,2016,Journal,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1521897113,Contextual sensitivity in scientific reproducibility
Masahiko Kobayashi; Tsuyoshi Yoneda; Atsuki Fukushima; Yasuhiro Hoshikawa; Ayako Takahashi; Tamaki Sumi,pathology; medicine; software quality; software; reproducibility; diabetes mellitus; radiology,2012,Journal,Japanese Journal of Ophthalmology,10.1007/s10384-011-0107-2,Automated hyperemia analysis software: reliability and reproducibility in healthy subjects
Niels Bosmans; Jun Qian; Dominiek Reynaerts,system of measurement; analytical chemistry; uncertainty budget; thermal stability; composite material; machine tool; nanometre; electronic engineering; metrology; reproducibility; measurement uncertainty; materials science,2014,Journal,Key Engineering Materials,10.4028/www.scientific.net/KEM.613.37,Reproducibility of a Nanometre Accurate Moving-Scale Measurement System
Aled M. Edwards,engineering; reproducibility; biological engineering,2016,Journal,Nature,10.1038/531299a,Reproducibility: Team up with industry
Maik Maurer; Udo Lindemann; Sebastian Maisenbacher; Andreas Kohn; Daniel Kasperek,management science; a major; documentation; systems engineering; complex systems; information management; reproducibility; computer science,2015,Journal,Journal of Engineering Design,10.1080/09544828.2015.1026883,Increasing the reproducibility of structural modelling
Aitor Coca; Raymond J. Roberge; W. Jon Williams; Jung-Hyun Kim,reproducibility; medicine; physical therapy,2011,Journal,Medicine and Science in Sports and Exercise,10.1249/01.MSS.0000401883.61944.ed,Reproducibility of Physiological Measures in Protective Ensemble User Performance Testing: 2491
Richard Lipscombe; Andreja Livk; Kar-Chun Tan; Scott Bringans; Tammy M. Casey; Pari S. Takle; Rachael A. Downs; Robert A. Syme; Javed M. Khan; Tomas Koudelka,analytical chemistry; molecular biology; reproducibility; proteome; biology,2017,Journal,Journal of Proteome Research,10.1021/acs.jproteome.5b01154,Analysis of Reproducibility of Proteome Coverage and Quantitation Using Isobaric Mass Tags (iTRAQ and TMT)
Fazıl Önder Sönmez; Abdülkadir Cengiz; Berna Balta,measurement systems analysis; experimental system; analysis of variance; response surface methodology; econometrics; reproducibility; design of experiments; repeatability; statistics; experimental data; engineering,2011,Conference,NA,10.1115/IMECE2011-62130,Gage Repeatability and Reproducibility Investigations of a Test Rig Using ANOVA/Xbar-R Method
Juan Luis Alcázar; Silvia Ajossa; Begoña Olartecoechea; M. Pascual; S. Guerriero; Monica Pilloni; C. Peddes; María Aubá; Alessandra Piras; B. Soggiu; Anna Maria Paoletti; F. Sedda,medicine; radiology; operator; computer vision; reproducibility; artificial intelligence,2011,Journal,Ultrasound in Obstetrics & Gynecology,10.1002/uog.9952,P28.04: Reproducibility of color flow location and color score in operators with different degree of experience using virtual navigation of 3D volumes
Long Ngo; Warren J. Manning; Steven Bellm; Beth Goddu; Kraig V. Kissinger; Reza Nezafat; Tamer Basha; Sophie Berg,medicine; medical physics; reproducibility; angiology; radiology,2016,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-18-S1-P51,Reproducibility of slice-interleaved T1 (STONE) mapping sequence
Joseph I. Hoffman,reproducibility; software; raw data; source code; computer science; database,2016,Journal,Nature,10.1038/534326d,Reproducibility: Archive computer code with raw data.
Thomas Dahl Nissen; Asbjørn Mohr Drewes; Christina Brock; Carina Graversen; Matias Nilsson; Parisa Gazerani,anesthesia; medicine; offset; reproducibility,2012,Journal,Scandinavian Journal of Pain,10.1016/j.sjpain.2012.05.052,Offset analgesia: A reproducibility study
Walter Benjamin; Michael W. Jennings,reproducibility; multimedia; engineering; work of art,2010,Journal,Grey Room,10.1162/grey.2010.1.39.11,The Work of Art in the Age of Its Technological Reproducibility [First Version]
Ehsan Shokri-Kojori; Dardo Tomasi; Nora D. Volkow,cognitive psychology; neuroimaging; psychology; neuroscience; temporal resolution; reproducibility,2016,Journal,Cerebral Cortex,10.1093/cercor/bhv171,"High-Resolution Functional Connectivity Density: Hub Locations, Sensitivity, Specificity, Reproducibility, and Reliability"
Kazunori Sato,ecology; paraphrase; originality; library science; data mining; reproducibility; publication; population ecology; biology; blame; publishing,2015,Journal,Population Ecology,10.1007/s10144-014-0465-y,Publishing ethics in Population Ecology
Ron S. Kenett; Abraham Rubinstein,mathematics; reproducibility; statistics,2017,Journal,Social Science Research Network,10.2139/ssrn.3035070,A Generalization Approach to Reproducibility Claims
Alexander Mehler,expressivity; cognitive science; computer science; zhang; reproducibility,2014,Journal,Physics of Life Reviews,10.1016/j.plrev.2014.03.012,"On the expressiveness, validity and reproducibility of models of language evolution: Comment on “Modelling language evolution: Examples and predictions” by Tao Gong, Shuai Lan, and Menghan Zhang"
Gary W. Miller; Lance A. Waller,alternative medicine; big data; medicine; reproducibility,2016,Journal,Toxicological Sciences,10.1093/toxsci/kfv330,"More than Manuscripts: Reproducibility, Rigor, and Research Productivity in the Big Data Era"
James E. Talmadge; François Marceau; Fuminori Abe,medicine; medicinal chemistry; reproducibility; immunology,2016,Journal,International Immunopharmacology,10.1016/j.intimp.2015.11.038,Editorial: Improving the data reproducibility and general interest of natural product submissions
Letícia Alves Machado; Lia Maria de Araujo Garcia Agostinho; Oswaldo de Vasconcellos Vilella,reproducibility; ruler; systematic error; repeatability; random error; calipers; engineering drawing; engineering; dental arch,2012,Journal,NA,10.1590/S1980-65232012000300010,Evaluation of two techniques to measure the available space in the mandibular dental arch using the method error
Michael A. Heroux,computational science and engineering; distributed computing; computer science; software verification; lag; data mining; software; reproducibility; systems engineering,2011,Conference,NA,10.1145/1985782.1985787,Improving CSE software through reproducibility requirements
Michela Riz; Chiara Dalla Man; Gianluigi Pillonetto; Claudio Cobelli,diabetes mellitus; reproducibility; responsivity; estimation theory; uncertainty theory; biology; insulin; multiple comparisons problem; minimal models; statistics,2015,Journal,American Journal of Physiology-endocrinology and Metabolism,10.1152/ajpendo.00350.2014,An index of parameter reproducibility accounting for estimation uncertainty: theory and case study on β-cell responsivity and insulin sensitivity.
Ed Yong,reproducibility; psychology; forensic engineering,2013,Journal,Nature,10.1038/nature.2013.14232,Psychologists strike a blow for reproducibility
Ralph T. Muehleisen,econometrics; measurement uncertainty; physics; reproducibility; repeatability,2015,Journal,Journal of the Acoustical Society of America,10.1121/1.4920068,"Understanding the concepts of uncertainty, reproducibility, and repeatability and the application to acoustic testing"
Mark O'Neill; John Whitaker; Rashid Karim; Matthew Wright; Reza Razavi; James Harrison; Henry Chubb,radiology; internal medicine; medicine; medical physics; reproducibility; cardiology; angiology; ablation,2016,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-18-S1-Q28,Reproducibility of late gadolidium enhancement of atrial ablation scar
Eleanor Garcia; Juanita Crook; Tracey Rose; Michelle Brandel; Michelle Hilts; Deidre Batchelar; Janet Yanchuk,reproducibility; standardization; radiology; implant; medicine,2014,Journal,Brachytherapy,10.1016/j.brachy.2014.02.350,Simulation and Intraoperative Checks for Improved Standardization and Reproducibility of Partial Breast Seed Implant Technique
Christoph Zeller,reproducibility; art history; originality; literature; immediacy; work of art; perception; premise; philosophy,2012,Journal,Monatshefte,10.1353/mon.2012.0015,Language of Immediacy: Authenticity as a Premise in Benjamin's The Work of Art in the Age of Its Technological Reproducibility
Alexandra Benavente-Perez; Dheeraj Bansal; Sarah L. Hosking; Nicola S. Logan,autorefractor; optics; optical coherence tomography; repeatability; reproducibility; coefficient of variation; computer science; intraclass correlation,2010,Journal,Optometry and Vision Science,10.1097/OPX.0b013e3181f3eced,Reproducibility-repeatability of choroidal thickness calculation using optical coherence tomography.
Jason E. McDermott,flags register; suspect; reproducibility; radiology; medicine,2013,Journal,Nature,10.1038/499284b,Reproducibility: Two more red flags for suspect work
Maria Antonia Roberts; JoAnn Buscaglia; R. Austin Hicklin; Bradford T. Ulery,confidence interval; medicine; statistics; repeatability; contingency table; categorical variable; reproducibility,2012,Journal,PLOS ONE,10.1371/journal.pone.0032800,Repeatability and Reproducibility of Decisions by Latent Fingerprint Examiners
Christopher R. Thornton; Nathan P. Wiederhold,reproducibility; medicine; pathology,2013,Journal,Journal of Clinical Microbiology,10.1128/JCM.00366-13,"Reply to ""Interlaboratory and interstudy reproducibility of a novel lateral-flow device: a statistical issue""."
Jocelyn Kaiser,replicate; cancer; reproducibility; engineering ethics; scrutiny; reproducibility project,2015,Journal,Science,10.1126/science.348.6242.1411,The cancer test
Jos T. A. Verhoeven; Neal R. Haddaway,text mining; meta analysis; data mining; computer science; systematic review; replicate; sample size determination; metadata; reproducibility; repeatability; ecology,2015,Journal,Ecology and Evolution,10.1002/ece3.1722,Poor methodological detail precludes experimental repeatability and hampers synthesis in ecology
Gerald Roul; Zainab Raissuni,diabetes mellitus; cardiology; internal medicine; reproducibility; medicine,2017,Journal,Acta Cardiologica,10.1080/00015385.2017.1351250,Comparison of the long-term reproducibility of the walk test and of exercise peak oxygen consumption in patients with preserved exercise capacity
Olivier Lugon,reproducibility; art history; exhibition; resizing; art; visual arts; photography; aura,2015,Journal,Art History,10.1111/1467-8365.12155,"Photography and Scale: Projection, Exhibition, Collection"
R. Napolitano; A. T. Papageorghiou; Sikolia Wanyonyi; V. Donadono; C. L. Knight; E O Ohuma; T. Norris; Bryn Kemp,radiology; ultrasound; calipers; fetal head; medicine; reproducibility; clinical practice; standardization; obstetrics,2016,Journal,Ultrasound in Obstetrics & Gynecology,10.1002/uog.15956,Scientific basis for standardization of fetal head measurements by ultrasound: a reproducibility study
Gerrit-Anne van Es; Dick Goedhart; Patrick W. Serruys; Hector M. Garcia-Garcia; Giovanna Sarno; Marie-Angèle Morel; Marco Bressers; Scot Garg; Chrysafios Girasis,medicine; cohort; decile; syntax; radiology; reproducibility; coronary artery disease; standard deviation; angiography,2010,Journal,Catheterization and Cardiovascular Interventions,10.1002/ccd.22372,The SYNTAX score revisited: A reassessment of the SYNTAX score reproducibility
Nathaniel T. Stevens; R. Jock MacKay; Ryan P. Browne; Stefan H. Steiner,mathematics; statistics; process variation; anova gauge r r; repeatability; design of experiments; reproducibility; operator; quality assurance; system of measurement,2010,Journal,Journal of Quality Technology,10.1080/00224065.2010.11917835,Augmented Measurement System Assessment
Lawrence A. Tabak; Francis S. Collins,political science; restructuring; complex systems; public relations; psychological intervention; fidelity; francis; scientific misconduct; reproducibility; research design,2014,Journal,Nature,10.1038/505612a,Policy: NIH plans to enhance reproducibility
Ji-Hwan Kim; Woong-Chul Kim; Hae-Young Kim; Hee-Jung Lee; Jae-Hong Kim,reproducibility; cubic zirconia; materials science; mineralogy; ceramic materials; coating,2013,Journal,Journal of Korean Acedemy of Dental Technology,10.14347/kadt.2013.35.3.185,Comparative study of color reproducibility of zirconia using a dipping method and coating method
L. Paoletti; M. Esposito; F. Rossi; A. Ghirelli; G. Zatelli; P. Bastiani; S. Russo; S. Fondelli; S. Pini; R. Barca,medicine; medical physics; reproducibility,2016,Journal,Physica Medica,10.1016/j.ejmp.2016.01.205,A.201 - Dosimetric benefits and reproducibility of DIBH tecnique guided by an optical system
Luis Carlos Erpen De Bona; Thiago Garrett; Elias Procópio Duarte,testbed; real time computing; computer science; planetlab; reproducibility; network topology; graph; vertex; distributed computing,2017,Journal,Computer Communications,10.1016/j.comcom.2017.05.016,Improving the performance and reproducibility of experiments on large-scale testbeds with k-cores
Mary S. Wolfe; Andrew A. Rooney; Kristina A. Thayer; John R. Bucher; Abee L. Boyles; Linda S. Birnbaum,alternative medicine; reproducibility; medicine,2014,Journal,Environmental Health Perspectives,10.1289/ehp.1408671,Intersection of systematic review methodology with the NIH reproducibility initiative.
Reinaldo Abdala-Júnior; Jefferson Xavier de Oliveira; Eduardo Massaharu Aoki; Emiko Saito Arita; Arthur Rodriguez Gonzalez Cortes,region growing; reproducibility; cone beam computed tomography; radiology; parametric statistics; mathematics; student s t test; intraclass correlation,2015,Journal,Journal of Endodontics,10.1016/j.joen.2015.06.015,Reliability and Reproducibility of Manual and Automated Volumetric Measurements of Periapical Lesions.
