AuthorNames,FoSNames,Year,DocType,DisplayName,Doi,OriginalTitle
Daniel Mietchen; Martin Hammitzsch; Konrad U. Förstner; Björn Brembs; Christian Heise; Gregor Hagedorn; Claudia Müller-Birn; Rüdiger Trojok; Heinz Pampel,open science; performance art; history,2014,NA,NA,10.5281/zenodo.11639,Antrag für ein DFG-Rundgespräch zum Thema “Offene Wissenschaft in Deutschland”
Daniel Kardefelt-Winther; Michelle Colder Carras; Andrew K. Przybylski; Antonius J. van Rooij,open science; addiction; political science; public relations,2016,NA,NA,10.17605/OSF.IO/26HWB,Scholars' Open Letter to the World Health Organization on Gaming Disorder Proposal
Nader Ale Ebrahim,developing country; citation; open science; alternative medicine; economic growth; medicine,2013,NA,F1000Research,10.7490/f1000research.1094613.1,The academic impact of research: Current and the future citation trends in developing countries
Raffaella Ravinetto; Grace Ku; John Pringle,medicine; open science; research ethics; alternative medicine; engineering ethics; community engagement,2017,NA,F1000Research,10.7490/f1000research.1114018.1,Community engagement in humanitarian research ethics: lessons learned from the MSF Ethics Review Board
Burkhard Rost; Yachdav Guy; Jonas Rädle; Diana Iacob,anesthesiology; medicine; open science; open data; computational biology; alternative medicine,2015,NA,F1000Research,10.7490/f1000research.1110287.1,The Rostlab Metaproteome Analysis Pipeline (RMAP)
Veronica Ades; Theodore Ruel; Julia Mwesigwa; Sera L. Young; Jane Achan; Moses R. Kamya; Diane V. Havlir; Edwin D. Charlebois; Deborah Cohan; Katherine Murray,medicine; intensive care medicine; open data; open science; alternative medicine; anesthesiology,2012,NA,F1000Research,10.7490/f1000research.1090002.1,Maternal nutritional status predicts adverse birth outcomes among HIV-infected rural Ugandan women receiving combination antiretroviral therapy
Hadrien Macq; Élise Tancoigne,public engagement; commission; open innovation; democracy; public relations; science technology and society; responsible research and innovation; political science; citizen science; open science,2017,NA,NA,NA,Citizen Science and its promotion at the European Commission Level: Toward a changing conception of public engagement
Peter McQuilton,alternative medicine; open data; environmental science; environmental health; open science,2017,NA,F1000Research,10.7490/f1000research.1114013.1,"The BioSharing portal – linking databases, data standards and policies in the life, biomedical and environmental sciences"
Gavin Simpson,biology; paleontology; open science; limnology,2017,NA,From the Bottom of the Heap,NA,Tag: Principal curves
Dorota Buzdygan; Lidia Derfert-Wolf,open science; bibliography; data aggregator; analogy; library science; data science; computer science; citation,2014,NA,NA,NA,Baza danych BazTech – integracja i poszerzanie dostępu
K. Bultitude; Alan F. T. Winfield; Ann Grand; C. Wilkinson,library science; engineering ethics; computer science; open science,2012,NA,NA,NA,“It feels like the right thing to do”: ethical perspectives of open science
Bárbara Oliveiros; Manuel Marques Ferreira; Diana Rebelo; Eunice Carrilho; Marco Loureiro,anesthesiology; alternative medicine; medicine; open data; open science; medical education,2015,NA,F1000Research,10.7490/f1000research.1110962.1,Endodontic treatment outcomes performed by undergraduate students at the university of Coimbra- Portugal
Antti Poikola,multimedia; open science; business,2015,NA,NA,10.5281/zenodo.17171,connected-city: initial pre-release
Andrew Ramsay; N Guillernm; Amv Kumar; S. Satyanarayana; K. Tayler-Smith; K. Bissell; S. D. Berger; R. Van den Bergh; M. Manzi; Sv Hinderaker; A. D. Harries; A. J. Reid; John C. Reeder; Mary Edginton; Mohammed Khogali; Rony Zachariah,medicine; open science; environmental resource management; open data; capacity building; alternative medicine,2014,NA,F1000Research,10.7490/f1000research.1095589.1,Research to policy and practice change: is capacity building in operational research delivering the goods?
Gavin Simpson,paleontology; statistics; biology; limnology; prediction interval; open science,2017,NA,From the Bottom of the Heap,NA,Tag: prediction interval
Manuele Simi; William Digan; Alexander Pann; Fabien Campagne,scripting language; data mining; bioinformatics; high level programming language; metar; biology; software; user interface; novelty; open data; open science,2016,NA,F1000Research,10.7490/f1000research.1112549.1,"MetaR: simple, high-level languages for data analysis with the R ecosystem"
Roberto Caso; Rossana Ducato,openness to experience; norm; open science; data protection act 1998; political science; intellectual property; open research; socioeconomics; developing country,2015,NA,NA,10.2139/ssrn.2704243,Open Bioinformation in the Life Sciences as a Gatekeeper for Innovation and Development
Remedios Melero,business model; data mining; open data; computer science; open science,2013,NA,NA,NA,Open Science and Open Data: Evolving Business Models
Sigrid De Keersmaecker; Raf Winand; Qiang Fu; Bert Bogaerts; Kevin Vanneste; Alfredo Gonzalez Romeu; Ivy Brown; Nancy Roosens; Julien Van Braekel,user friendly; open science; medicine; systems engineering; software deployment; alternative medicine; public health,2016,NA,F1000Research,10.7490/f1000research.1113278.1,Development and implementation of a transversal NGS & bioinformatics platform at the Belgian Institute of Public Health: Deployment of user-friendly pipelines for routine use
John Lees-Miller; John Hammersley,knowledge management; open data; alternative medicine; medicine; open science,2013,NA,F1000Research,10.7490/f1000research.1093091.1,WriteLaTeX: collaborative open science
Jeffrey R. Spies; Denise Holman; Johanna Cohoon; D Daniël Lakens; Shauna Gordon-McKeon; Brian A. Nosek; Melissa Lewis; Elizabeth Bartmess; Michael Cohn; Hans IJzerman,open science; engineering; engineering physics,2012,NA,NA,NA,Open Science Collaboration
Sheng Fen-Ku,open science; open data; computer science; world wide web,2015,NA,Editage Insights,NA,Perspectives of Chinese researchers on open access and open data
Anna Gaulton; Stefan Senger; Stian Soiland­Reyes; Antonis Loizou; Lee Harland; George Papadatos; Daniela Digles; Peter Woollard; Egon Willighagen; Gerhard F. Ecker; Bryn Williams Jones; Ryan Miller; Chris T. Evelo; Carole A. Goble; Nick Lynch,anesthesiology; open data; computational biology; open science; alternative medicine; medicine,2016,NA,F1000Research,10.7490/f1000research.1112577.1,Open PHACTS now offers patent information and interactions from Pathways
Susann Fiedler; Andreas Glöckner; Marc Jekel,open science; engineering; engineering physics,2016,NA,NA,NA,Open Science Initiative der FernUniversität in Hagen
Roberto Caso; Rossana Ducato,norm; open science; intellectual property; knowledge management; open research; translational medicine; data sharing; incentive; political science; data model,2014,NA,NA,10.2139/ssrn.2511602,"Intellectual Property, Open Science and Research Biobanks"
Kyle Johnsen; Jenna Jambeck,citizen science; open data; biology; open science; data collection; neuroscience; marine debris; remote sensing,2015,NA,F1000Research,10.7490/f1000research.1097657.1,A citizen science mobile app for global marine debris data collection and mapping
Maria Cristina Soares Guimarães,geography; open science; global public good; sociology of scientific knowledge; public relations; public good; corollary,2014,NA,NA,NA,"Ciência aberta e livre acesso à informação científica: tão longe, tão perto"
Isabel Bernal; Oficina Técnica de Digital.CSIC,citizen science; open standard; computer science; software engineering; open data; open science,2017,NA,NA,NA,Introducción a Open Science
Hanspeter A. Mallot; Stephan Lancier,open data; computational biology; alternative medicine; open science; anesthesiology; medicine,2015,NA,F1000Research,10.7490/f1000research.1110679.1,Likelihood estimation of places in local environments
B. Bockelman,drmaa; computer science; grid; distributed collaboration; open science; human computer interaction; grid computing,2010,NA,NA,10.1007/978-1-4419-6469-4_19,Usage of the Open Science Grid
Gift Nuka; Rob Finn; Alex L. Mitchell; Matthew Fraser; Maxim Scheremetjew; Siew-Yit Yong; Simon Potter,open science; medicine; open data; alternative medicine; anesthesiology; computational biology,2016,NA,F1000Research,10.7490/f1000research.1112997.1,InterProScan 5: Large scale protein function classification
Kearney T. W. Gunsalus; Misty L. Heggeness; José Pacas; Gary S. McDowell,alternative medicine; management; census; medicine; open science; open data,2017,NA,F1000Research,10.7490/f1000research.1113740.1,Preparing for the 21st Century biomedical research job market: using census data to inform policy and career decision-making
Gary S. McDowell; Kearney T. W. Gunsalus,open data; computational biology; medicine; alternative medicine; open science; anesthesiology,2016,NA,F1000Research,10.7490/f1000research.1112525.1,Future of research: scientists changing science
Leo Havemann; Javiera Atenas; Ernesto Priego,paywall; metadata; neuroscience; information retrieval; as is; medicine; open data; digital humanities; publishing; altmetrics; open science,2014,NA,F1000Research,10.7490/f1000research.1097261.1,Online attention to digital humanities publications
James Rock; Steve Tilling; Nick Braithwaite; Shailey Minocha; David Burden; Tom Argles,service; trips architecture; open science; higher education; engineering; service design; curriculum; open university; knowledge management; field trip,2015,NA,NA,NA,Pedagogical advantages of 3D virtual field trips and the challenges for their adoption
David J. Winter; Scott Chamberlain; Han Guangchun,open science; open data; computer science; world wide web; entrez,2015,NA,NA,10.5281/zenodo.32420,Rentrez 1.0.0
Eduardo Lostal; Fermin Serrano; Erich Prem,open science; political science; public relations,2016,NA,NA,10.5281/zenodo.47770,OpenDigitalScience.eu Posts - Cases
R. Barbera,computer science; commons; open science; library science,2015,NA,NA,10.15169/sci-gaia:1447828020.45,The Sci-GaIA's vision and implementation of an Open Science Commons Platform for Africa
Gavin Simpson,open science; geography; paleontology; limnology,2012,NA,From the Bottom of the Heap,10.1007/978-94-007-2745-8_15,Analogue Methods in Palaeolimnology
Alan Slevin; Pablo de Castro,engineering management; block grant; engineering; open science; scholarly communication; library science,2017,NA,NA,NA,RCUK Open Access Report - 2016/2017
Panagiota Alevizou; Alastair Gill; Dario Taraborelli; Daniel Mietchen,knowledge management; higher education; audience measurement; political science; open science; public relations; vetting; social relation; literacy; incentive; public sector,2011,NA,NA,NA,Expert participation on Wikipedia: barriers and opportunities
David Boseto; Tamara Osborne Naikatini; Brian Weeks; Patrick Pikacha; Chris Filardi,alternative medicine; open science; cultural diversity; medicine; grassroots; anthropology,2010,NA,F1000Research,10.7490/f1000research.289.1,Melanesian Geo : A grassroots publication dedicated to regional biological and cultural diversity
Eloy Rodrigues,knowledge management; open science; computer science,2013,NA,NA,NA,Facilitating Open Science for European Research: the FOSTER project
Michael Charleston; Sonika Tyagi; Patricia M. Palagi; Teresa K. Attwood; Sarah L. Morgan; Maria Victoria Schneider; Judit Kumuthini; Gabriella Rustici,open data; neuroscience; open science; anesthesiology; medicine,2017,NA,F1000Research,10.7490/f1000research.1114554.1,GOBLET Standards Committee: our activities and forward vision
Lidia Stępińska-Ustasiak; Jakub Szprot; Michał Starczewski; Andrzej Leśniak; Krzysztof Siewicz; Michael Morys-Twarowski,engineering; open science; computer security; engineering management,2015,NA,NA,NA,Open Science in Poland 2014. A Diagnosis
Anup Kumar Das,history; open science; open data; data sharing; media studies; library science,2015,NA,NA,NA,"Book Review ""Managing and Sharing Research Data: A Guide to Good Practice"", by Louise Corti, Veerle Van den Eynden, Libby Bishop and Matthew Woollard"
Amy Kovacs,anthropology; medicine; open science; citizen science; alternative medicine,2015,NA,F1000Research,10.7490/f1000research.1097620.1,Citizen science: an anthropological tool
Michael Roach; Henry Sauermann,wage; economics of science; sociology of scientific knowledge; political science; currency; survey data collection; public relations; open science; publishing; labour economics; ceteris paribus,2011,NA,NA,NA,The Price of Silence: Scientists' Trade-offs Between Publishing and Pay
Michiel Van Oudheusden,open science; library science; citizen science; political science,2014,NA,NA,NA,"Citizen Science: algemeen kader, modellen en mogelijkheden"
Laurence Dedieu; Jean-Michel Sourisseau; Sophie Fortuno; Pascal Bonnet; Cédric Gaillard,medicine; data mining; open data; publishing; metadata; alternative medicine; open science; page table,2017,NA,F1000Research,10.7490/f1000research.1114911.1,Are ten pages text better than a one page table of metadata? The need for more Data Papers describing socio economic on farm data.
Shantenu Jha; Daniel S. Katz; Jon B. Weissman,cyberinfrastructure; conceptual model; conceptual framework; design elements and principles; distributed computing; computer science; open science; modalities,2015,NA,NA,NA,"Proceedings of the 1st Workshop on The Science of Cyberinfrastructure: Research, Experience, Applications and Models"
John Carey,semantic web; multimedia; scholarly communication; pace of innovation; social network; engineering; open science; knowledge management,2011,NA,Issues in Science and Technology Librarianship,NA,Faculty of 1000 and VIVO: Invisible Colleges and Team Science
Mike Whalley; Javier Nogueras-Iso; Suenje Dallmeier-Tiessen; Piotr Praczyk,computer science; metadata; data science; open science; data mining,2012,NA,NA,10.1007/978-3-642-35233-1_16,"Integrating Scholarly Publications and Research Data – Preparing for Open Science, a Case Study from High-Energy Physics with Special Emphasis on (Meta)data Models"
Deepika Mehrotra,rivalry; drug; spite; neglect; economic growth; open science; health care; economics,2016,NA,IRA-International Journal of Management & Social Sciences,NA,How can open science help healthcare and pharmaceutical sector
Tamara Jonjić,agricultural science; open science; ecology; biology; patentability,2010,NA,Periodicum Biologorum,NA,Juggling Between Open Science and the Market: Public Science Responses to the Patentability of Biomedical Research Tools
良昌 田中; Yukinobu Koyama; 圭 蔵川; Atsuki Shinbori; 悟 上野; 学 八木; M. Nosé; 宜生 梅村; Shuji Abe; 慎也 中野; Shin'ya Nakano; Yoshimasa Tanaka; Daisuke Ikeda; 淳樹 新堀; 大輔 池田; 由佳 佐藤; Kei Kurakawa; 幸伸 小山; 修司 阿部; Manabu Yagi; Norio Umemura; Yuka Sato; 正仁 能勢; Satoru Ueno,open science; software engineering; computer science; software; visualization; computational science,2016,NA,NA,NA,JavaFX-based iUgonet Data Analysis Software (JudasFX)のプロトタイプ開発
Hans Dillaerts; Lise Verlaet,scientific communication; computer science; knowledge management; preprint; transposition; open science; publishing,2017,NA,NA,NA,Issues of “Hypermediating Journals” for Scientific Publishing
Delphine Rider; Lionel Granjon; Andrei Gorea,open data; open science; medicine; anesthesiology; medical education; alternative medicine,2015,NA,F1000Research,10.7490/f1000research.1110401.1,"Perceived duration, task difficulty and performance: a general metric"
Rosemary Kakani; Venkata Ramana Kancharlapalli; Rihana Parveen Shaik; Mukesh Raja Paladugu,anesthesiology; alternative medicine; open science; medical education; medicine; open data,2016,NA,F1000Research,10.7490/f1000research.1112986.1,The reason behind the optimal failure of medication in ICU at the end stage of CHF
Vikash Bhardwaj,medicine; molecular biology; open science,2015,NA,F1000Research,10.12688/f1000research.6854.1,Villain of Molecular Biology: Why are we not reproducible in research?
Pekka Olsbo,engineering management; data management plan; computer science; self archiving; open science,2016,NA,NA,NA,JYU Library services related to open science
Christoph Kemper; Samuel Greiff; Thiemo Kunze; Nicolas Becker,software; open science; world wide web; computer science; data collection; web testing; system requirements; extensibility; software framework; systems engineering; web application,2016,NA,NA,NA,"Rethinking web-based testing: COMPROSO, an open source testing tool."
Gavin Simpson,limnology; paleontology; open science; geography,2017,NA,From the Bottom of the Heap,NA,Tag: Global temperatures
Harlan M. Krumholz,data sharing; management science; political science; knowledge management; open science; clinical research,2012,NA,NA,NA,Editor's Perspective Open Science and Data Sharing in Clinical Research Basing Informed Decisions on the Totality of the Evidence
Menegon Stefano; Carrara Paola; Vianello Andrea; Sarretta Alessandro,cartography; geography; open science; media studies,2014,NA,NA,10.6084/m9.figshare.995986.v1,Open Science: sfide e opportunità per la ricerca (marina (in Italia))
Andreas Prokop,medicine; open science; peer review; alternative medicine; knowledge management; publishing,2015,NA,F1000Research,10.7490/f1000research.1110572.1,A comprehensive strategy to communicate Drosophila research to the public [slide presentation; v1; not peer reviewed]
Dasapta Erwin Irawan,impact factor; alternative medicine; medicine; scopus; open science; risk analysis; science communication,2016,NA,F1000Research,10.7490/f1000research.1112458.1,Science communication: beyond impact factor and scopus index
Violaine Rebouillat; Hélène Prost; Joachim Schöpfel,scientific method; open data; knowledge management; open science; granularity; metadata; scientific communication; information system; computer science; identifier,2016,NA,NA,NA,Research Data in Current Research Information Systems
Markus Simeth,political science; public relations; knowledge management; stakeholder; publishing; protection mechanism; open science,2011,NA,NA,NA,What makes companies contribute to Open Science
Νάνσυ Ρουτζούνη; Nancy Routzouni,political science; knowledge management; open data; open science,2015,NA,NA,NA,Open Data Policy
Marta Teperek,data sharing; open data; library science; medicine; media studies; open science,2016,NA,NA,NA,Data sharing at the University of Cambridge - presentation for the School of Clinical Medicine
Brian Nosek,open science; engineering; engineering physics,2014,NA,APS observer,NA,"Improving My Lab, My Science With the Open Science Framework"
Nathan Dunn; Suzanna E. Lewis,open science; medicine; alternative medicine; open data; anesthesiology,2016,NA,F1000Research,10.7490/f1000research.1112757.1,The Monarch Initiative and phenopackets wrapped
Victoria Tsoukala,computer science; knowledge management; open science; open data,2015,NA,NA,NA,The Recode Recommendations
Kevin P. McIntyre,computer science; open science; mathematics education,2017,NA,APS observer,NA,Teaching Statistics in the Age of Open Science
Hillary Miller,data science; open science; computer science; human computer interaction,2017,NA,NA,NA,Research Guides: OSF - Open Science Framework: Examples
Pekka Olsbo,engineering; library science; engineering management; open science; self archiving,2016,NA,NA,NA,The Finnish Open Science and Research Initiative and Development of Green Open Access in Finland
Gavin Simpson,zoology; open science; paleontology; limnology; biology; permutation,2017,NA,From the Bottom of the Heap,NA,Tag: Restricted permutations
Pekka Olsbo,action plan; computer science; christian ministry; engineering management; self archiving; multimedia; open science,2015,NA,NA,10.3233/978-1-61499-562-3-181,The Roadmap to Finnish Open Science and Research
Ba Jennings,genetic epidemiology; medicine; pharmacogenetics; genomics; personal genomics; alternative medicine; ranging; open science,2014,NA,NA,NA,A vision of personalised medicine revealed through modern genomics and open science
Gavin Simpson,open science; limnology; paleontology; statistics; random effects model; geography,2017,NA,From the Bottom of the Heap,NA,Tag: random effects
Brittany Davis,citizen science; alternative medicine; public administration; medicine; open science; good citizenship,2015,NA,F1000Research,10.7490/f1000research.1097619.1,Thinking about the 'citizen' in citizen science
Jen Hammock,biodiversity; open data; alternative medicine; environmental resource management; citizen science; open science; biology,2015,NA,F1000Research,10.7490/f1000research.1097624.1,An infrastructure for citizen science biodiversity data distribution and use
Aleksandr Spivakovsky; Maksym Vinnyk; Yulia Tarasich,ukrainian; data mining; engineering management; computer science; open science; information and communications technology,2015,NA,NA,10.1007/978-3-319-30246-1_1,Web Indicators of ICT Use in the Work of Ukrainian Dissertation Committees and Graduate Schools as Element of Open Science
van den; Henk Belt,intellectual property; sociology; open science; microbiology; social science,2010,NA,International Journal of Food Microbiology,NA,"Robert Merton, Intellectual Property and Open Science. A Sociological History for our Times"
Zhang Xuewe,business; management science; knowledge management; globalization; open science; technology policy; secrecy,2013,NA,Studies in Science of Science,NA,The technology policy of open science towards the innovative country:theoretical content and building logic and social effects
Stevan Bruijns,anesthesiology; open data; open science; alternative medicine; medicine,2016,NA,F1000Research,10.7490/f1000research.1112098.1,There has been an awakening; publication sources in African emergency care
Kate Gardner; Ken Youngren; Sheelah Smith; Ira Mills; Mark English; Nathaniel Hoover,alternative medicine; public relations; open data; open science; medicine; social media; publishing,2012,NA,F1000Research,10.7490/f1000research.1090415.1,Social media usage by medical journals: implications for publication planning
Christian Pietsch; Najko Jahn; Philipp Cimiano; Florian Lier; Johanna Vompras; Cord Wiljes; Thilo Paul-Stueve,linked data; data science; software deployment; center of excellence; cognition; motion capture; engineering; open science; data mining,2013,NA,NA,NA,Towards Linked Research Data: An Institutional Approach
Hans Pfeiffenberger,engineering ethics; open science; political science,2015,NA,NA,NA,Open Science – A Necessity and it’s Challenges
McKiernan Erin,medicine; open science; engineering management,2016,NA,NA,10.6084/m9.figshare.4033482.v1,What is open science...and why should I care
Sarah A. Mazzilli; Gary S. McDowell; Adriana Bankston,alternative medicine; medicine; anesthesiology; open data; open science,2017,NA,F1000Research,10.7490/f1000research.1113687.1,Advocating for science: a summary of key skills learned through a series of workshops
Marco Fargetta,geography; world wide web; portlet; multimedia; open science,2016,NA,NA,10.15169/sci-gaia:1460380114.99,Sci-GaIA Winter School - Lesson 5
Steven Newhouse; Sergio Andreozzi; Sy Holsinger; Damir Marinovic,added value; open science; reuse; information and communications technology; ecosystem; knowledge management; european research area; environmental resource management; business,2012,NA,NA,NA,EGI: an Open e-Infrastructure Ecosystem for the Digital European Research Area
Teresa Święćkowska,almost all; open science; public administration; scholarly communication; german; engineering,2012,NA,NA,NA,Open Access w Niemczech
Florence Piron; Diéyi Diouf; Thomas Hervé Mboa Nkoudou,history; open science; library science,2016,NA,NA,10.5281/zenodo.46051,Données de l'enquête SOHA auprès des doctorants
Diana Eddowes,citizen science; physiology; environmental protection; open science; medicine,2015,NA,F1000Research,10.7490/f1000research.1097584.1,Freshwater watch: citizen scientists monitoring the global water system
Liz Lyon,situated; knowledge management; workforce development; open data; open science; transparency; political science,2016,NA,The Liber Quarterly,10.18352/lq.10113,Transparency: the emerging third dimension of Open Science and Open Data
Jennifer Fee; Nancy M. Trautmann,open science; physiology; biology; citizen science; environmental ethics; medicine,2015,NA,F1000Research,10.7490/f1000research.1097641.1,"Birds, butterflies, bullfrogs, and beyond: bringing biology education to life with citizen science"
Sean Stewart; Guy Chalk; Tanda Moyer; Ruwaida Salem; Philippe LeMay; Debra Dickson,information technology; medicine; alternative medicine; knowledge management; open science; publishing; developing country; open data,2013,NA,F1000Research,10.7490/f1000research.1092873.1,Using information technology to organize and provide access to information for health professionals in less developed countries
Hans Van der Woerd,alternative medicine; public administration; open science; medicine,2014,NA,F1000Research,10.7490/f1000research.1096427.1,"Citizen's observatories, empowering our society"
Xiang Ren,scholarly communication; publishing; open publishing; computer science; digital scholarship; open education; open science; publication; social media; knowledge management,2013,NA,NA,NA,Beyond open access: open publishing and the future of digital scholarship
Mareike König,open science; art; performance art,2014,NA,NA,NA,CfP: Workshop „Open History“ beim ThatCamp in Göttingen – Beiträge gesucht
Jennie Larkin,library science; open data; grand challenges; open science; political science,2015,NA,NA,NA,Open Access Grand Challenges Here Be Monsters
Leo Havemann; Javiera Atenas,global citizenship; corporate governance; multidisciplinary approach; open educational resources; social engagement; knowledge management; management science; raw data; political science; open science; open data,2016,NA,NA,NA,Educating for social participation: open data as open educational resources
Pallavi R. Gabhane; P. A. Manjare; Mayuri S. Geed,embarrassingly parallel; grid; computation; sky; computer science; grid computing; cloud computing; utility computing; distributed computing; open science,2017,NA,Imperial journal of interdisciplinary research,NA,Sky Computing: Extension to the Cloud Computing
Federico Acharta; Mauro Perezlindo; Ariel Dogliotti; Carlos Lovesio; Agñel Ramos; Paula Gauna Antonelli,anesthesiology; renal function; open science; immunology; medicine; physiology,2017,NA,F1000Research,10.7490/f1000research.1113767.1,Factors that predict supranormal glomerular filtration in critical diseases
Rolf Sander; Jens Klump; Martin Hammitzsch; Kerstin Lehnert; Dorit Kerschke; Jochen Klar; Joachim Wachter; Chris Herwig,computer science; open science; software; data mining,2015,NA,European geosciences union general assembly,10.5281/zenodo.17626,Open Science goes Geo - Part III: Beyond Data and Software
Roberto Barbera,open standard; e research; open science; open education; computer science; software engineering,2016,NA,NA,10.15169/sci-gaia:1469693245.09,e-Research Summer Hackfest: The Sci-GaIA project and introduction to the hackfest
Luis Gustavo Vilá Mollinedo; Andrés Jaime Uribe; Didier López López; Roberto Pablo Martínez Rubio,open data; medicine; anesthesiology; alternative medicine; open science,2016,NA,F1000Research,10.7490/f1000research.1111885.1,ALCAPA in Adults. a successful repair with an alternative technique
Holly Murray,computational biology; open data; medicine; open science; anesthesiology; alternative medicine,2017,NA,F1000Research,10.7490/f1000research.1113628.1,F1000: Open for Science
Daniel S. Himmelstein,open science; biostatistics; data integration; computer science; data science; heterogeneous network,2016,NA,NA,NA,The hetnet awakens: understanding complex diseases through data integration and open science
Riccardo Rizzo; Salvatore Gaglio; Alfonso Urso; Antonino Fiannaca; Massimo La Rosa,software; knowledge management; ontology; alternative medicine; bioinformatics workflow management system; workflow engine; biology; open science; knowledge organization,2012,NA,F1000Research,10.7490/f1000research.1092800.1,An ontological-based knowledge organization for bioinformatics workflow management system
Florence Piron; Thomas Hervé Mboa Nkoudou; Diéyi Diouf,open science; sociology; library science,2016,NA,NA,10.5281/zenodo.46370,Données de l'enquête SOHA auprès des étudiants en Master
Luana Farias Sales; Luís Fernando Sayão,data science; geography; simulation software; metadata; scientific method; data mining; e science; information system; open science; digital curation,2014,NA,NA,NA,Dados abertos de pesquisa: ampliando o conceito de acesso livre
Sônia Maria da Conceição Pinto; Silvar Ferreira Ribeiro; Alexandra Okada,engineering; citizenship; inquiry based learning; informal learning; government; information and communications technology; open education; knowledge management; pedagogy; open science; scientific literacy,2014,NA,NA,NA,Scientific literacy through co-inquiry based on non-formal and informal learning
Timothy M. Barzyk; Anhthu Hoang; Marie O'Shea; Amanda Kaufman; Patricia Sheridan; Ron Williams; Molly Greenberg,toolbox; remote sensing; neuroscience; mass flow sensor; medicine; citizen science; open science; air quality index,2015,NA,F1000Research,10.7490/f1000research.1097658.1,The air sensor citizen science toolbox: a collaboration in community air quality monitoring and mapping
Susheel Varma; Serena Scollen,elixir; internet privacy; alternative medicine; open data; open science; publishing; medicine,2017,NA,F1000Research,10.7490/f1000research.1114511.1,"ELIXIR Human Data Use Case: Secure archiving, dissemination and analysis of human access-controlled data"
William Collinge,medical education; open science; alternative medicine; medicine; anesthesiology; open data,2016,NA,F1000Research,10.7490/f1000research.1112928.1,Veterans and their partners: reducing PTSD with home-based intervention
Gruson-daniel Célya,geography; engineering physics; library science; open science,2014,NA,NA,10.6084/m9.figshare.1064413.v1,PhD Project : Mapping the Open Science Movement: Characteristics and Impact on the Research System (April 2014)
Noëmie Rosemberg,performance art; art; art history; open science,2015,NA,NA,NA,"Open Science, où en est-on ? #OAWeek"
Omar Malik; Sarah Anderson; Rebecca J Aicher; Melissa A. Kenney; Ainsley Lloyd; Julian Reyes; Derek Arndt; Anthony C. Janetos; Richard Pouyat,medicine; environmental resource management; citizen science; open science; alternative medicine,2015,NA,F1000Research,10.7490/f1000research.1097613.1,"Citizen science can support development of physical, natural, and societal indicators for the U.S. national climate indicator system"
William Collinge,medicine; open science; anesthesiology; open data; alternative medicine,2016,NA,F1000Research,10.7490/f1000research.1113513.1,Integrative therapies in palliative care
Sean Piesert,computer science; national security; computational science; open science; software; scientific instrument,2015,NA,NA,10.2172/1223021,ASCR Cybersecurity for Scientific Computing Integrity
